demand_id,Title,Place,Text,Year,YEAR,DemandNum,PageNum,filename_updated,DocTitle,Author,OrgType,NumSign,AuthSignType,DocSignAction,Demographic,YearOrder,details,CodeList
7,DiversityRoundtables.pdf,Page 1: 229-332,Increase the number of presentations on diversity issues; take personal pride in position of role model,2001,2001,7,0,DiversityRoundtables.pdf,WE'VE COME A LONG WAY; WE HAVE A LONG WAY TO GO,Elected faculty members,Faculty Group,,,Document for President Casteen,University Office,1,Document for President Casteen,#Diversity In Student Leadership #School Climate
8,DiversityRoundtables.pdf,Page 1: 243-292,Create healthcare benefits for nonspousal partners,2001,2001,8,0,DiversityRoundtables.pdf,WE'VE COME A LONG WAY; WE HAVE A LONG WAY TO GO,Elected faculty members,Faculty Group,,,Document for President Casteen,University Office,1,Document for President Casteen,#Financial Aid And Financing #Health + Child Care #Minority Faculty Retention
9,DiversityRoundtables.pdf,Page 1: 252-1184,"The University should consistently analyze and support areas around the University that support a wide variation of social interaction, identifying social spaces that support and/or conflict with overall diversity agenda. The University should design attractive gathering places and promote fuller utilization of existing on-Grounds spaces. These spaces should be in different locations and of varying sizes and accommodations to invite the educational community to meet, study, work, read, celebrate, eat, and converse together. Any future buildings and/or facilities should have as a part of their design intentionally-planned social space that encourages diverse interactions and uses. Informal existing gathering spaces should be enhanced with the addition of benches and bulletin board kiosks. Additionally, the interaction among students around Grounds would be promoted through the enhancement of nighttime environments.",2001,2001,9,0,DiversityRoundtables.pdf,WE'VE COME A LONG WAY; WE HAVE A LONG WAY TO GO,Elected faculty members,Faculty Group,,,Document for President Casteen,University Office,1,Document for President Casteen,#Spaces And Places
10,DiversityRoundtables.pdf,Page 1: 371-612,"The University must increase current efforts to educate search committees about how to fully incorporate a commitment to equal opportunity and diversity in the search process, including direct strategies, selection principles and guidelines.",2001,2001,10,0,DiversityRoundtables.pdf,WE'VE COME A LONG WAY; WE HAVE A LONG WAY TO GO,Elected faculty members,Faculty Group,,,Document for President Casteen,University Office,1,Document for President Casteen,#Minority Faculty Retention #Minority Faculty Staff And Leadership Recruitment
11,DiversityRoundtables.pdf,Page 1: 377-774,"Funding for grants and diversity workshops (Curriculum and Pedagogy) These workshops would allow faculty to redesign existing courses to be more inclusive, design new diversity-related courses, and design University Seminars. Additionally these workshops may address the specific challenges and needs of particular programs. These workshops could address both curricular and pedagogical issues.",2001,2001,11,1,DiversityRoundtables.pdf,WE'VE COME A LONG WAY; WE HAVE A LONG WAY TO GO,Elected faculty members,Faculty Group,,,Document for President Casteen,University Office,1,Document for President Casteen,#Adding Courses #Financial Aid And Financing #Minority Faculty Retention
12,DiversityRoundtables.pdf,Page 1: 489-701,Establish a “true” employment center where people not only can apply but also can be thoroughly interviewed to find out what skills are needed for certain positions and counseled as to how to obtain those skills.,2001,2001,12,1,DiversityRoundtables.pdf,WE'VE COME A LONG WAY; WE HAVE A LONG WAY TO GO,Elected faculty members,Faculty Group,,,Document for President Casteen,University Office,1,Document for President Casteen,#Data Collection And Transparency #Minority Faculty / Staff Recruitment
13,DiversityRoundtables.pdf,Page 1: 494-631,"Hire Equity Advisors to serve as key advisors to each of the Vice Presidents, with reporting authority to EOP and the Diversity Committee.",2001,2001,13,1,DiversityRoundtables.pdf,WE'VE COME A LONG WAY; WE HAVE A LONG WAY TO GO,Elected faculty members,Faculty Group,,,Document for President Casteen,University Office,1,Document for President Casteen,#Minority Faculty Staff And Leadership Recruitment
14,DiversityRoundtables.pdf,Page 1: 540-684,Assist student groups to develop diversity goals in areas of membership and programs and to successfully implement steps to achieve these goals.,2001,2001,14,1,DiversityRoundtables.pdf,WE'VE COME A LONG WAY; WE HAVE A LONG WAY TO GO,Elected faculty members,Faculty Group,,,Document for President Casteen,University Office,1,Document for President Casteen,#Diversity In Student Leadership #School Climate
15,DiversityRoundtables.pdf,Page 1: 696-1119,"Support the proposal to randomize the first-year housing assignment process; support the elimination of assigning first-year housing on the basis of Admission deposit receipt date, a practice which will equalize the housing assignment process for international students and students receiving financial aid; recommend changes affecting transfer students to enhance their sense of belonging and integration in the community.",2001,2001,15,1,DiversityRoundtables.pdf,WE'VE COME A LONG WAY; WE HAVE A LONG WAY TO GO,Elected faculty members,Faculty Group,,,Document for President Casteen,University Office,1,Document for President Casteen,#Diversify Student Living #Minority Student Recruitment
16,DiversityRoundtables.pdf,Page 1: 768-960,"Identify key leaders from within and outside the University to form a committee to provide ethical, practical and legal expertise in the practices of promoting diversity within the University.",2001,2001,16,1,DiversityRoundtables.pdf,WE'VE COME A LONG WAY; WE HAVE A LONG WAY TO GO,Elected faculty members,Faculty Group,,,Document for President Casteen,University Office,1,Document for President Casteen,#Community Labor Or Partnership #Minority Faculty Staff And Leadership Recruitment
17,DiversityRoundtables.pdf,Page 1: 800-1100,"Support the Faculty Senate’s efforts to create a flexible on-line key word Course Offering Directory (COD) that makes diversity in the curriculum more visible than it is at present. From the information gathered, encourage additional examination of the courses offered and the format of presentation",2001,2001,17,1,DiversityRoundtables.pdf,WE'VE COME A LONG WAY; WE HAVE A LONG WAY TO GO,Elected faculty members,Faculty Group,,,Document for President Casteen,University Office,1,Document for President Casteen,#Adding Courses #Data Collection And Transparency
18,DiversityRoundtables.pdf,Page 1: 820-1210,"Locate offices and programming space, such as facilities for international students, the Women’s Center, the Luther P. Jackson Cultural Center, in more central and accessible sites. Prominently display visual signals, such as flags and artwork, in student space. In addition, small staging areas should be created adjacent to the centers and residential colleges to encourage programming.",2001,2001,18,1,DiversityRoundtables.pdf,WE'VE COME A LONG WAY; WE HAVE A LONG WAY TO GO,Elected faculty members,Faculty Group,,,Document for President Casteen,University Office,1,Document for President Casteen,#School Climate #Spaces And Places
19,DiversityRoundtables.pdf,Page 1: 875-1246,Searches for executive/managerial and professional non-faculty positions should receive the same supervision that the Office of Equal Opportunity Programs gives to faculty searches. These searches should identify current minority staff employees within the University who have the ability and desire to be successful in executive and administrative managerial positions.,2001,2001,19,1,DiversityRoundtables.pdf,WE'VE COME A LONG WAY; WE HAVE A LONG WAY TO GO,Elected faculty members,Faculty Group,,,Document for President Casteen,University Office,1,Document for President Casteen,#Data Collection And Transparency #Minority Faculty / Staff Recruitment
20,DiversityRoundtables.pdf,Page 1: 878-1051,"Resurrect the University’s home mortgage loan program and expand it to be available not only to academic, tenure-track faculty but also to general faculty and administration.",2001,2001,20,1,DiversityRoundtables.pdf,WE'VE COME A LONG WAY; WE HAVE A LONG WAY TO GO,Elected faculty members,Faculty Group,,,Document for President Casteen,University Office,1,Document for President Casteen,#Financial Aid And Financing #Minority Faculty Retention
21,DiversityRoundtables.pdf,Page 1: 927-1045,Encourage student groups to develop and publicize a consistent philosophy that recognizes the importance of diversity.,2001,2001,21,2,DiversityRoundtables.pdf,WE'VE COME A LONG WAY; WE HAVE A LONG WAY TO GO,Elected faculty members,Faculty Group,,,Document for President Casteen,University Office,1,Document for President Casteen,#Diversity In Student Leadership
22,DiversityRoundtables.pdf,Page 1: 1091-1354,"Establish a formal prehire and exit interview process to determine why underrepresented faculty and staff decline offered positions or leave the University, and a parallel interview system to determine factors that lead underrepresented faculty and staff to stay.",2001,2001,22,2,DiversityRoundtables.pdf,WE'VE COME A LONG WAY; WE HAVE A LONG WAY TO GO,Elected faculty members,Faculty Group,,,Document for President Casteen,University Office,1,Document for President Casteen,#Data Collection And Transparency #Minority Faculty Retention #School Climate
23,DiversityRoundtables.pdf,Page 1: 1219-1387,"Strengthen and simplify the loan line process. Publicize loan lines more aggressively to deans and department chairs, and broaden to include general faculty positions.",2001,2001,23,2,DiversityRoundtables.pdf,WE'VE COME A LONG WAY; WE HAVE A LONG WAY TO GO,Elected faculty members,Faculty Group,,,Document for President Casteen,University Office,1,Document for President Casteen,#Financial Aid And Financing #Minority Faculty Retention
24,DiversityRoundtables.pdf,Page 1: 1255-1768,"Advocate for racial, gender and ethnic equity at the University in public statements and in leadership presentations and speeches in public forums. This includes, especially, articulation of the institution’s vision and goals regarding diversity at student, staff, and faculty orientations; and the first large meeting of school or department faculty and/or staff held each academic year; presentations to alumni, donors, and to all incoming students; and the President’s annual State of the University address.",2001,2001,24,2,DiversityRoundtables.pdf,WE'VE COME A LONG WAY; WE HAVE A LONG WAY TO GO,Elected faculty members,Faculty Group,,,Document for President Casteen,University Office,1,Document for President Casteen,#School Climate #Statements From University Leadership
25,DiversityRoundtables.pdf,Page 1: 1255-1719,Support the Ad Hoc Committee on Graduate School Diversity proposal to create the position of Associate Provost for Graduate Recruitment and Diversity. Consider developing an Office of Graduate Minority Education to further the goals of centralizing graduate admission and retaining a focus on diversity. This Office would also work with the Office of Orientation and New Student Programs to develop and implement an orientation program for new graduate students.,2001,2001,25,2,DiversityRoundtables.pdf,WE'VE COME A LONG WAY; WE HAVE A LONG WAY TO GO,Elected faculty members,Faculty Group,,,Document for President Casteen,University Office,1,Document for President Casteen,#Minority Faculty Staff And Leadership Recruitment
26,DiversityRoundtables.pdf,Page 1: 1334-1384,Encourage more opportunities for public expression,2001,2001,26,2,DiversityRoundtables.pdf,WE'VE COME A LONG WAY; WE HAVE A LONG WAY TO GO,Elected faculty members,Faculty Group,,,Document for President Casteen,University Office,1,Document for President Casteen,#School Climate #Spaces And Places
27,DiversityRoundtables.pdf,Page 1: 1349-1544,"Require vice presidents, deans, and department and major unit heads to attend training sessions regarding hiring/retention, salary equity, sexual and other illegal harassment, and climate issues.",2001,2001,27,2,DiversityRoundtables.pdf,WE'VE COME A LONG WAY; WE HAVE A LONG WAY TO GO,Elected faculty members,Faculty Group,,,Document for President Casteen,University Office,1,Document for President Casteen,#Minority Faculty / Staff Recruitment
28,DiversityRoundtables.pdf,Page 1: 1388-1676,"Create regular forums at which University leaders – deans, department chairs, and representatives of the central administration – can listen to students’ ideas, concerns, and perspectives about leadership and diversity at the University, and their expectations of their adult role models.",2001,2001,28,2,DiversityRoundtables.pdf,WE'VE COME A LONG WAY; WE HAVE A LONG WAY TO GO,Elected faculty members,Faculty Group,,,Document for President Casteen,University Office,1,Document for President Casteen,#Data Collection And Transparency #Reducing Administrative Barriers #School Climate
29,DiversityRoundtables.pdf,Page 1: 1419-1851,"Encouraging compact campus development and growth would promote informal opportunities for different groups to associate, as opposed to the dispersion of facilities, which may inadvertently foster social and professional isolation. UVA is no longer a college in a town but a university in a city, with the requisite need to plan its campus more densely and to use its exterior spaces more creatively to encourage social integration.",2001,2001,29,2,DiversityRoundtables.pdf,WE'VE COME A LONG WAY; WE HAVE A LONG WAY TO GO,Elected faculty members,Faculty Group,,,Document for President Casteen,University Office,1,Document for President Casteen,#School Climate #Spaces And Places
30,DiversityRoundtables.pdf,Page 1: 1433-1840,"Develop a system of measures to continually monitor the effectiveness of the diversity initiatives and make adjustments as needed, and publish such information annually. Include in annual reports assessments of gender climate, representation of women and minorities in leadership positions, salary equity, and retention statistics, and set forth in the annual reports goals in these areas for future years.",2001,2001,30,2,DiversityRoundtables.pdf,WE'VE COME A LONG WAY; WE HAVE A LONG WAY TO GO,Elected faculty members,Faculty Group,,,Document for President Casteen,University Office,1,Document for President Casteen,#Data Collection And Transparency #Minority Faculty Retention
31,DiversityRoundtables.pdf,Page 1: 1499-1746,"Provide guidance and encouragement for schools to revise tenure policies to recognize that a diverse faculty may have career life patterns that are not accommodated by current schedules (e.g., single parents, caregivers, persons with disabilities)",2001,2001,31,3,DiversityRoundtables.pdf,WE'VE COME A LONG WAY; WE HAVE A LONG WAY TO GO,Elected faculty members,Faculty Group,,,Document for President Casteen,University Office,1,Document for President Casteen,#Minority Faculty Retention
32,DiversityRoundtables.pdf,Page 1: 1524-1785,"Offer to the President’s cabinet, administrators, faculty, and University-wide audiences a presentation of Voices of the Class. Presentations would be followed by discussion between actors and audience about issues identified and explored in the dramatization.",2001,2001,32,3,DiversityRoundtables.pdf,WE'VE COME A LONG WAY; WE HAVE A LONG WAY TO GO,Elected faculty members,Faculty Group,,,Document for President Casteen,University Office,1,Document for President Casteen,#School Climate #Spaces And Places
33,DiversityRoundtables.pdf,Page 1: 1527-1706,"Develop a teaching evaluation form that elicits student comments on diversity in the classroom. Such questions may help identify issues and problems, as well as areas of success.",2001,2001,33,3,DiversityRoundtables.pdf,WE'VE COME A LONG WAY; WE HAVE A LONG WAY TO GO,Elected faculty members,Faculty Group,,,Document for President Casteen,University Office,1,Document for President Casteen,#Data Collection And Transparency #Minority Faculty Retention
34,DiversityRoundtables.pdf,Page 1: 1677-2147,Increase funds available to the Office of Undergraduate Admission to give active support and funding necessary for encouraging diverse student organizations to work together for a common goal of strengthening relations between groups and recruiting a diverse student population. Discuss diversity more extensively and intentionally during summer orientation. Create additional opportunities for interactions and connections between undergraduate and graduate students.,2001,2001,34,3,DiversityRoundtables.pdf,WE'VE COME A LONG WAY; WE HAVE A LONG WAY TO GO,Elected faculty members,Faculty Group,,,Document for President Casteen,University Office,1,Document for President Casteen,#Financial Aid And Financing #Minority Student Recruitment #School Climate
35,DiversityRoundtables.pdf,Page 1: 1790-2560,"Office of Multicultural Affairs (Faculty and Staff Recruitment, Hiring, Retention and Promotion; Student Development) This office would act as an institutional transformation administrator that proactively advocates equity, fairness and diversity. It would play a critical role and be responsible for developing and implementing diversity initiatives while promoting, coordinating, and monitoring these initiatives and serving as a paramount resource for the University and surrounding communities. This office would serve to facilitate and support the work of existing groups and initiatives and would not have sole responsibility for issues related to diversity; those should still be an integral part of the mission of all University offices, departments, and units.",2001,2001,35,3,DiversityRoundtables.pdf,WE'VE COME A LONG WAY; WE HAVE A LONG WAY TO GO,Elected faculty members,Faculty Group,,,Document for President Casteen,University Office,1,Document for President Casteen,#Minority Faculty Staff And Leadership Recruitment
36,DiversityRoundtables.pdf,Page 1: 1842-2078,"Provide venues to ensure that women and minority faculty and staff can meet and talk confidentially at least once each year, to assess informally the institution’s climate for women and minorities and to encourage leadership development.",2001,2001,36,3,DiversityRoundtables.pdf,WE'VE COME A LONG WAY; WE HAVE A LONG WAY TO GO,Elected faculty members,Faculty Group,,,Document for President Casteen,University Office,1,Document for President Casteen,#Minority Faculty Retention #Spaces And Places
37,DiversityRoundtables.pdf,Page 1: 1896-2172,"Recognizing that financial resources are essential to the success of the University’s diversity efforts, the University must undertake an ongoing commitment of funds and ensure that diversity considerations are a fundamental part of budget, planning, and development processes.",2001,2001,37,3,DiversityRoundtables.pdf,WE'VE COME A LONG WAY; WE HAVE A LONG WAY TO GO,Elected faculty members,Faculty Group,,,Document for President Casteen,University Office,1,Document for President Casteen,#Minority Faculty Retention
38,DiversityRoundtables.pdf,Page 1: 1929-2361,"The frequent painting of “Beta Bridge” suggests that students want public outlets for expression. To encourage such expression, the University may install benches or walls at central locations where students would be free to paint or chalk. Such informal gathering places would help combat an architectural style that seems overly formalized and “official” to many students. Additionally, the University may promote outdoor art.",2001,2001,38,3,DiversityRoundtables.pdf,WE'VE COME A LONG WAY; WE HAVE A LONG WAY TO GO,Elected faculty members,Faculty Group,,,Document for President Casteen,University Office,1,Document for President Casteen,#Spaces And Places
39,DiversityRoundtables.pdf,Page 1: 1971-2047,"Reflect University diversity in publications, programs and public statements",2001,2001,39,3,DiversityRoundtables.pdf,WE'VE COME A LONG WAY; WE HAVE A LONG WAY TO GO,Elected faculty members,Faculty Group,,,Document for President Casteen,University Office,1,Document for President Casteen,#School Climate #Statements From University Leadership
40,DiversityRoundtables.pdf,Page 1: 1986-2316,"Require all undergraduate students to complete a diversity course during the second year of enrollment (during the second semester of enrollment for transfer students). The course should be an intentionally designed, intellectually challenging, credit-bearing, common classroom learning experience for all second-year students.",2001,2001,40,3,DiversityRoundtables.pdf,WE'VE COME A LONG WAY; WE HAVE A LONG WAY TO GO,Elected faculty members,Faculty Group,,,Document for President Casteen,University Office,1,Document for President Casteen,#Adding Courses
41,DiversityRoundtables.pdf,Page 1: 2013-2183,"Provide parents, prospective students, and the general public with positive images about the University of Virginia and reflect the real diversity that exists on Grounds.",2001,2001,41,4,DiversityRoundtables.pdf,WE'VE COME A LONG WAY; WE HAVE A LONG WAY TO GO,Elected faculty members,Faculty Group,,,Document for President Casteen,University Office,1,Document for President Casteen,#Data Collection And Transparency #Minority Student Recruitment
42,DiversityRoundtables.pdf,Page 1: 2024-2728,"Continue to provide yearly Individual Accommodation Funds for physical barrier removal projects. Examine the amount provided against the need and adjust funding accordingly. Look for opportunities to expand major building renovation work and funding to provide full accessibility within that building. Provide funding specifically for hiring support for faculty and staff members with special needs, such as sign interpreters and adaptive equipment. Encourage the Development Office to seek donors who might fund specific accessibility projects. Charge the existing Committee on Access for Persons with Disabilities to periodically review and update its list of projects and estimated funding needs.",2001,2001,42,4,DiversityRoundtables.pdf,WE'VE COME A LONG WAY; WE HAVE A LONG WAY TO GO,Elected faculty members,Faculty Group,,,Document for President Casteen,University Office,1,Document for President Casteen,#Spaces And Places
43,DiversityRoundtables.pdf,Page 1: 2081-2236,"Additionally, a system of assessing satisfaction and retention among students would yield helpful data that could continue to bolster our retention efforts.",2001,2001,43,4,DiversityRoundtables.pdf,WE'VE COME A LONG WAY; WE HAVE A LONG WAY TO GO,Elected faculty members,Faculty Group,,,Document for President Casteen,University Office,1,Document for President Casteen,#Data Collection And Transparency #Minority Faculty Retention #School Climate
44,DiversityRoundtables.pdf,Page 1: 2322-2445,"Provide annual awards and incentives for schools, departments and individuals making exceptional contributions to diversity.",2001,2001,44,4,DiversityRoundtables.pdf,WE'VE COME A LONG WAY; WE HAVE A LONG WAY TO GO,Elected faculty members,Faculty Group,,,Document for President Casteen,University Office,1,Document for President Casteen,#Financial Aid And Financing #School Climate
45,DiversityRoundtables.pdf,Page 1: 2327-2608,"Promote convenient or alternative transportation systems and pathways to encourage casual interactions. These transit systems may include linking separate parts of Grounds for vehicular traffic, improving bike lanes and creating more well-designed and accessible pedestrian paths.",2001,2001,45,4,DiversityRoundtables.pdf,WE'VE COME A LONG WAY; WE HAVE A LONG WAY TO GO,Elected faculty members,Faculty Group,,,Document for President Casteen,University Office,1,Document for President Casteen,#Spaces And Places
46,DiversityRoundtables.pdf,Page 1: 2434-2721,"Design and implement professional development, mentoring, and internship programs to create an inclusive work environment for underrepresented minority groups and women. Graduate students also are in need of professional mentorship and relationship-building opportunities with faculty.",2001,2001,46,4,DiversityRoundtables.pdf,WE'VE COME A LONG WAY; WE HAVE A LONG WAY TO GO,Elected faculty members,Faculty Group,,,Document for President Casteen,University Office,1,Document for President Casteen,#Mentorship + Assistance + Training #School Climate
47,DiversityRoundtables.pdf,Page 1: 2477-2554,Evaluate the need to create more on-Grounds housing for upperclass students.,2001,2001,47,4,DiversityRoundtables.pdf,WE'VE COME A LONG WAY; WE HAVE A LONG WAY TO GO,Elected faculty members,Faculty Group,,,Document for President Casteen,University Office,1,Document for President Casteen,#Diversify Student Living #Spaces And Places
48,DiversityRoundtables.pdf,Page 1: 2526-2937,"Continue – and enforce – the component measuring “commitment to equal opportunity” in the recruitment and annual evaluation of all University personnel who have hiring authority for their records of accomplishments in hiring/retention, salary equity, climate, and promotion. Develop measures to compare data relative to (a) UVA population (b) population of qualified candidates (c) other research universities.",2001,2001,48,4,DiversityRoundtables.pdf,WE'VE COME A LONG WAY; WE HAVE A LONG WAY TO GO,Elected faculty members,Faculty Group,,,Document for President Casteen,University Office,1,Document for President Casteen,#Data Collection And Transparency #Minority Faculty Retention
49,DiversityRoundtables.pdf,Page 1: 2938-3086,"Advocate for racial, gender, and ethnic equity at the University in public statements and in leadership presentations and speeches in public forums.",2001,2001,49,4,DiversityRoundtables.pdf,WE'VE COME A LONG WAY; WE HAVE A LONG WAY TO GO,Elected faculty members,Faculty Group,,,Document for President Casteen,University Office,1,Document for President Casteen,#School Climate #Statements From University Leadership
549,Embracing_Diversity_FULL_FINALFinal_9 10 4 (4).pdf,Page 1: 116-599,"Promote mentoring efforts, both for potential job candidates and for local youth. The mentoring efforts will focus on two programs: “Community Ambassadors” Program, which would provide prospective employees with an opportunity to learn about the community and establish social relationships. “Day in the Life” Program, which matches U.Va. students to local at-risk youth and brings them to Grounds to participate together in academic, cultural, social and athletic events.",2004,2004,1,0,Embracing_Diversity_FULL_FINALFinal_9 10 4 (4).pdf,EMBRACING DIVERSITY IN PURSUIT OF EXCELLENCE,President's Commission on Diversity and Equity,NA,,,Report for President Casteen,University Office,1,Report for President Casteen,#Community Labor Or Partnership #Mentorship + Assistance + Training #Minority Faculty Staff And Leadership Recruitment
550,Embracing_Diversity_FULL_FINALFinal_9 10 4 (4).pdf,Page 1: 134-1053,"Broaden and expand the First-Year Experience Program to provide a residential component of the student program called Sustained Dialogue, which was formed to improve race relations at U.Va. Within the Division of Student Affairs, the Office of Residence Life is already planning future collaboration with the student leadership of Sustained Dialogue to develop first-year, residentially based dialogue groups and open forums. In addition to Sustained Dialogue discussion on topics of race and culture, we endorse ongoing efforts to restructure the First-Year Experience Program to include a series of conversations on ethics, honor and integrity, and ethical decision-making. We recommend an integrated approach to all these topics that will include students, faculty, and student facilitators. We support these initiatives and suggest that appropriate staff and support resources be dedicated to this task.",2004,2004,2,0,Embracing_Diversity_FULL_FINALFinal_9 10 4 (4).pdf,EMBRACING DIVERSITY IN PURSUIT OF EXCELLENCE,President's Commission on Diversity and Equity,NA,,,Report for President Casteen,University Office,1,Report for President Casteen,#Inclusive Anti Racist Curriculum Programs
551,Embracing_Diversity_FULL_FINALFinal_9 10 4 (4).pdf,Page 1: 256-910,"Restructure graduate student financing. Following the December 2002 Faculty Senate report on Graduate Student Funding at the University of Virginia, the University should “reform its financing structure so that its programs can compete successfully for the best graduate students in the country….The restructuring must significantly improve tuition coverage and stipends, toward the ultimate goal of providing full support for all graduate students.”3 We cannot address diversity among our graduate students if we cannot compete for the best graduate students because our tuition and stipend offers are simply not competitive with peer institutions.",2004,2004,3,0,Embracing_Diversity_FULL_FINALFinal_9 10 4 (4).pdf,EMBRACING DIVERSITY IN PURSUIT OF EXCELLENCE,President's Commission on Diversity and Equity,NA,,,Report for President Casteen,University Office,1,Report for President Casteen,#Financial Aid And Financing #Minority Student Recruitment
552,Embracing_Diversity_FULL_FINALFinal_9 10 4 (4).pdf,Page 1: 317-651,Provide University employment data to clearly show race and gender by employment rank or category and department or business unit. Existing data are collected less with our institutional goals in mind than with the reporting requirements by government agencies. This has left significant gaps in what we know about our own employees,2004,2004,4,0,Embracing_Diversity_FULL_FINALFinal_9 10 4 (4).pdf,EMBRACING DIVERSITY IN PURSUIT OF EXCELLENCE,President's Commission on Diversity and Equity,NA,,,Report for President Casteen,University Office,1,Report for President Casteen,#Data Collection And Transparency
553,Embracing_Diversity_FULL_FINALFinal_9 10 4 (4).pdf,Page 1: 548-984,"Create an exchange program between U.Va. and a historically Black college or university (HBCU), such as Hampton or Howard. This could begin as a student exchange and expand to a faculty exchange. Initial contacts with the exchange institution would be made by the Office of the President; once in place, the program would be administered by staff in the undergraduate schools, with the help of the Office of African American Affairs.",2004,2004,5,0,Embracing_Diversity_FULL_FINALFinal_9 10 4 (4).pdf,EMBRACING DIVERSITY IN PURSUIT OF EXCELLENCE,President's Commission on Diversity and Equity,NA,,,Report for President Casteen,University Office,1,Report for President Casteen,#Black Students #Minority Faculty Staff And Leadership Recruitment
554,Embracing_Diversity_FULL_FINALFinal_9 10 4 (4).pdf,Page 1: 606-1019,Link knowledge of the University’s resources and opportunities to the community. Key components under the umbrella of linking knowledge of the University’s programs and services to the community include: Promotion of University resources and services through a variety of internal and external communication tools. Creation of a full-time Community Outreach Officer to help in such communication efforts.,2004,2004,6,0,Embracing_Diversity_FULL_FINALFinal_9 10 4 (4).pdf,EMBRACING DIVERSITY IN PURSUIT OF EXCELLENCE,President's Commission on Diversity and Equity,NA,,,Report for President Casteen,University Office,1,Report for President Casteen,#Community Labor Or Partnership
555,Embracing_Diversity_FULL_FINALFinal_9 10 4 (4).pdf,Page 1: 659-1258,"Build on the nationally recognized success of the Office of African-American Affairs (OAAA) by continuing to support at sustainable levels the range of programs offered by that office. These programs include its Peer Advisor Program “Raising the Bar” initiative Faculty Student Mentoring Program Luther Porter Jackson Black Cultural Center cultural programming and exploration Related to this, we believe that it is essential to keep the OAAA integrally involved in the planning process for future space allocation, and that the office needs to remain located visibly and centrally.",2004,2004,7,0,Embracing_Diversity_FULL_FINALFinal_9 10 4 (4).pdf,EMBRACING DIVERSITY IN PURSUIT OF EXCELLENCE,President's Commission on Diversity and Equity,NA,,,Report for President Casteen,University Office,1,Report for President Casteen,#Office Of African American Affairs #Spaces And Places
556,Embracing_Diversity_FULL_FINALFinal_9 10 4 (4).pdf,Page 1: 659-965,Expand and mandate Equal Opportunity Program workshops for hiring officials and search committees; improve communication among hiring officials. Currently participation in these programs is not consistent across schools and departments with resulting inconsistency in our hiring procedures and practices.,2004,2004,8,0,Embracing_Diversity_FULL_FINALFinal_9 10 4 (4).pdf,EMBRACING DIVERSITY IN PURSUIT OF EXCELLENCE,President's Commission on Diversity and Equity,NA,,,Report for President Casteen,University Office,1,Report for President Casteen,#Minority Faculty Staff And Leadership Recruitment
557,Embracing_Diversity_FULL_FINALFinal_9 10 4 (4).pdf,Page 1: 916-1456,"Improve recruiting of graduate students, especially in the Graduate School of Arts and Sciences, by establishing a central office devoted to diversity recruitment. Establish programs targeted to recruiting minority and under-represented populations Expand the Emerging Scholars Program and host a conference of peer institutions to establish a national network of emerging scholars. A vibrant multicultural climate, and visible support for the Emerging Scholars program will certainly help us to attract minority graduate students.",2004,2004,9,0,Embracing_Diversity_FULL_FINALFinal_9 10 4 (4).pdf,EMBRACING DIVERSITY IN PURSUIT OF EXCELLENCE,President's Commission on Diversity and Equity,NA,,,Report for President Casteen,University Office,1,Report for President Casteen,#Minority Student Recruitment
558,Embracing_Diversity_FULL_FINALFinal_9 10 4 (4).pdf,Page 1: 971-1229,"Develop goals and targets for increasing diversity for each school, department or business unit, and hold hiring officials accountable for reaching the targets. This will be a key task for the Chief Officer for Diversity and Equity to coordinate and oversee.",2004,2004,10,0,Embracing_Diversity_FULL_FINALFinal_9 10 4 (4).pdf,EMBRACING DIVERSITY IN PURSUIT OF EXCELLENCE,President's Commission on Diversity and Equity,NA,,,Report for President Casteen,University Office,1,Report for President Casteen,#Minority Faculty Staff And Leadership Recruitment
559,Embracing_Diversity_FULL_FINALFinal_9 10 4 (4).pdf,Page 1: 993-1649,"Split the current ""non-Western Perspectives"" requirement in the College of Arts & Sciences into two parts: Global Diversity and U.S. Diversity. Each part could be satisfied by a range of courses, to be determined by the Committee on Educational Policy and Curriculum, and these courses would count simultaneously toward other College requirements, such as Humanities or Social Sciences. The requirements could also be satisfied by study abroad or at an HBCU (see subcommittee recommendation 11 above). Undergraduate schools other than the College should consider implementing a requirement of this kind that is consistent with their educational goals.",2004,2004,11,1,Embracing_Diversity_FULL_FINALFinal_9 10 4 (4).pdf,EMBRACING DIVERSITY IN PURSUIT OF EXCELLENCE,President's Commission on Diversity and Equity,NA,,,Report for President Casteen,University Office,1,Report for President Casteen,#Inclusive Anti Racist Curriculum Programs
560,Embracing_Diversity_FULL_FINALFinal_9 10 4 (4).pdf,Page 1: 1009-1408,"Appoint as soon as practicable after a national search a Chief Officer for Diversity and Equity, structured as we have discussed. Once in place, the Chief Officer for Diversity and Equity shall review the list of recommendations made by the subcommittee of this Commission and, working with other University leaders and officials, implement those recommendations in an effective and timely manner.",2004,2004,12,1,Embracing_Diversity_FULL_FINALFinal_9 10 4 (4).pdf,EMBRACING DIVERSITY IN PURSUIT OF EXCELLENCE,President's Commission on Diversity and Equity,NA,,,Report for President Casteen,University Office,1,Report for President Casteen,#Current Iniatives And Working Groups #Reducing Administrative Barriers #School Climate
