YEAR,Title,Code,Count,filename_updated,DocTitle,Author,OrgType,NumSign,AuthSignType,DocSignAction,Demographic,YearOrder,docid,details
2015,Culture Working Group Exec. Summary and Recommendations FINAL.pdf,Financial Aid and Financing,5,Culture Working Group Exec. Summary and Recommendations FINAL.pdf,Report to Committee on University Climate and Culture,Culture Working Group,Faculty Group,,,Report for President Sullivan,University Office,3,9,Report for President Sullivan
2015,Culture Working Group Exec. Summary and Recommendations FINAL.pdf,Living Wage,0,Culture Working Group Exec. Summary and Recommendations FINAL.pdf,Report to Committee on University Climate and Culture,Culture Working Group,Faculty Group,,,Report for President Sullivan,University Office,3,9,Report for President Sullivan
2015,Culture Working Group Exec. Summary and Recommendations FINAL.pdf,Minority Faculty / Staff Recruitment and Retention,2,Culture Working Group Exec. Summary and Recommendations FINAL.pdf,Report to Committee on University Climate and Culture,Culture Working Group,Faculty Group,,,Report for President Sullivan,University Office,3,9,Report for President Sullivan
2015,Culture Working Group Exec. Summary and Recommendations FINAL.pdf,Minority Student Recruitment,2,Culture Working Group Exec. Summary and Recommendations FINAL.pdf,Report to Committee on University Climate and Culture,Culture Working Group,Faculty Group,,,Report for President Sullivan,University Office,3,9,Report for President Sullivan
2015,Culture Working Group Exec. Summary and Recommendations FINAL.pdf,Reparations,0,Culture Working Group Exec. Summary and Recommendations FINAL.pdf,Report to Committee on University Climate and Culture,Culture Working Group,Faculty Group,,,Report for President Sullivan,University Office,3,9,Report for President Sullivan
2015,Culture Working Group Exec. Summary and Recommendations FINAL.pdf,Research or Coursework,6,Culture Working Group Exec. Summary and Recommendations FINAL.pdf,Report to Committee on University Climate and Culture,Culture Working Group,Faculty Group,,,Report for President Sullivan,University Office,3,9,Report for President Sullivan
2015,Culture Working Group Exec. Summary and Recommendations FINAL.pdf,School Climate,17,Culture Working Group Exec. Summary and Recommendations FINAL.pdf,Report to Committee on University Climate and Culture,Culture Working Group,Faculty Group,,,Report for President Sullivan,University Office,3,9,Report for President Sullivan
2015,Culture Working Group Exec. Summary and Recommendations FINAL.pdf,Spaces and Places,7,Culture Working Group Exec. Summary and Recommendations FINAL.pdf,Report to Committee on University Climate and Culture,Culture Working Group,Faculty Group,,,Report for President Sullivan,University Office,3,9,Report for President Sullivan
2017,Demands of the March to Reclaim Our Grounds_2017.docx,Abolition/ Defunding,2,Demands of the March to Reclaim Our Grounds_2017.pdf,Demands of the March to Reclaim our Grounds,Multiple Student Groups,Student Group,52,Organizations,Signed,Students,2,11,52 Organizations Signed
2017,Demands of the March to Reclaim Our Grounds_2017.docx,Community Labor or Partnership,0,Demands of the March to Reclaim Our Grounds_2017.pdf,Demands of the March to Reclaim our Grounds,Multiple Student Groups,Student Group,52,Organizations,Signed,Students,2,11,52 Organizations Signed
2017,Demands of the March to Reclaim Our Grounds_2017.docx,Current Iniatives and Working Groups,0,Demands of the March to Reclaim Our Grounds_2017.pdf,Demands of the March to Reclaim our Grounds,Multiple Student Groups,Student Group,52,Organizations,Signed,Students,2,11,52 Organizations Signed
2017,Demands of the March to Reclaim Our Grounds_2017.docx,Data Collection and Transparency,0,Demands of the March to Reclaim Our Grounds_2017.pdf,Demands of the March to Reclaim our Grounds,Multiple Student Groups,Student Group,52,Organizations,Signed,Students,2,11,52 Organizations Signed
2017,Demands of the March to Reclaim Our Grounds_2017.docx,Diversity in Student Leadership,2,Demands of the March to Reclaim Our Grounds_2017.pdf,Demands of the March to Reclaim our Grounds,Multiple Student Groups,Student Group,52,Organizations,Signed,Students,2,11,52 Organizations Signed
2017,Demands of the March to Reclaim Our Grounds_2017.docx,Financial Aid and Financing,0,Demands of the March to Reclaim Our Grounds_2017.pdf,Demands of the March to Reclaim our Grounds,Multiple Student Groups,Student Group,52,Organizations,Signed,Students,2,11,52 Organizations Signed
2017,Demands of the March to Reclaim Our Grounds_2017.docx,Living Wage,1,Demands of the March to Reclaim Our Grounds_2017.pdf,Demands of the March to Reclaim our Grounds,Multiple Student Groups,Student Group,52,Organizations,Signed,Students,2,11,52 Organizations Signed
2017,Demands of the March to Reclaim Our Grounds_2017.docx,Minority Faculty / Staff Recruitment and Retention,1,Demands of the March to Reclaim Our Grounds_2017.pdf,Demands of the March to Reclaim our Grounds,Multiple Student Groups,Student Group,52,Organizations,Signed,Students,2,11,52 Organizations Signed
2017,Demands of the March to Reclaim Our Grounds_2017.docx,Minority Student Recruitment,2,Demands of the March to Reclaim Our Grounds_2017.pdf,Demands of the March to Reclaim our Grounds,Multiple Student Groups,Student Group,52,Organizations,Signed,Students,2,11,52 Organizations Signed
2017,Demands of the March to Reclaim Our Grounds_2017.docx,Reparations,0,Demands of the March to Reclaim Our Grounds_2017.pdf,Demands of the March to Reclaim our Grounds,Multiple Student Groups,Student Group,52,Organizations,Signed,Students,2,11,52 Organizations Signed
2017,Demands of the March to Reclaim Our Grounds_2017.docx,Research or Coursework,2,Demands of the March to Reclaim Our Grounds_2017.pdf,Demands of the March to Reclaim our Grounds,Multiple Student Groups,Student Group,52,Organizations,Signed,Students,2,11,52 Organizations Signed
2017,Demands of the March to Reclaim Our Grounds_2017.docx,School Climate,1,Demands of the March to Reclaim Our Grounds_2017.pdf,Demands of the March to Reclaim our Grounds,Multiple Student Groups,Student Group,52,Organizations,Signed,Students,2,11,52 Organizations Signed
2017,Demands of the March to Reclaim Our Grounds_2017.docx,Spaces and Places,2,Demands of the March to Reclaim Our Grounds_2017.pdf,Demands of the March to Reclaim our Grounds,Multiple Student Groups,Student Group,52,Organizations,Signed,Students,2,11,52 Organizations Signed
2017,UVADivrstyReprtExecutiveSummary.pdf,Abolition/ Defunding,0,UVADivrstyReprtExecutiveSummary.pdf,Embracing Diversity in Pursuit of Excellence,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,,,,University Office,3,12,
2017,UVADivrstyReprtExecutiveSummary.pdf,Community Labor or Partnership,2,UVADivrstyReprtExecutiveSummary.pdf,Embracing Diversity in Pursuit of Excellence,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,,,,University Office,3,12,
2017,UVADivrstyReprtExecutiveSummary.pdf,Current Iniatives and Working Groups,3,UVADivrstyReprtExecutiveSummary.pdf,Embracing Diversity in Pursuit of Excellence,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,,,,University Office,3,12,
2017,UVADivrstyReprtExecutiveSummary.pdf,Data Collection and Transparency,5,UVADivrstyReprtExecutiveSummary.pdf,Embracing Diversity in Pursuit of Excellence,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,,,,University Office,3,12,
2017,UVADivrstyReprtExecutiveSummary.pdf,Diversity in Student Leadership,0,UVADivrstyReprtExecutiveSummary.pdf,Embracing Diversity in Pursuit of Excellence,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,,,,University Office,3,12,
2017,UVADivrstyReprtExecutiveSummary.pdf,Financial Aid and Financing,4,UVADivrstyReprtExecutiveSummary.pdf,Embracing Diversity in Pursuit of Excellence,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,,,,University Office,3,12,
2017,UVADivrstyReprtExecutiveSummary.pdf,Living Wage,0,UVADivrstyReprtExecutiveSummary.pdf,Embracing Diversity in Pursuit of Excellence,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,,,,University Office,3,12,
2017,UVADivrstyReprtExecutiveSummary.pdf,Minority Faculty / Staff Recruitment and Retention,7,UVADivrstyReprtExecutiveSummary.pdf,Embracing Diversity in Pursuit of Excellence,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,,,,University Office,3,12,
2017,UVADivrstyReprtExecutiveSummary.pdf,Minority Student Recruitment,7,UVADivrstyReprtExecutiveSummary.pdf,Embracing Diversity in Pursuit of Excellence,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,,,,University Office,3,12,
2017,UVADivrstyReprtExecutiveSummary.pdf,Reparations,0,UVADivrstyReprtExecutiveSummary.pdf,Embracing Diversity in Pursuit of Excellence,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,,,,University Office,3,12,
2017,UVADivrstyReprtExecutiveSummary.pdf,Research or Coursework,9,UVADivrstyReprtExecutiveSummary.pdf,Embracing Diversity in Pursuit of Excellence,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,,,,University Office,3,12,
2017,UVADivrstyReprtExecutiveSummary.pdf,School Climate,8,UVADivrstyReprtExecutiveSummary.pdf,Embracing Diversity in Pursuit of Excellence,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,,,,University Office,3,12,
2017,UVADivrstyReprtExecutiveSummary.pdf,Spaces and Places,0,UVADivrstyReprtExecutiveSummary.pdf,Embracing Diversity in Pursuit of Excellence,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,,,,University Office,3,12,
2018,HispanicLatinx Open Letter to the UVA Community 10152018.pdf,Abolition/ Defunding,0,HispanicLatinx Open Letter to the UVA Community 10152018.pdf,Open Letter to the University Community,Hispanic Students at UVA,Student Group,466 Students,76 Organizations,Signed,Latinx Students,1,13,466 Students 76 Organizations Signed
2018,HispanicLatinx Open Letter to the UVA Community 10152018.pdf,Community Labor or Partnership,0,HispanicLatinx Open Letter to the UVA Community 10152018.pdf,Open Letter to the University Community,Hispanic Students at UVA,Student Group,466 Students,76 Organizations,Signed,Latinx Students,1,13,466 Students 76 Organizations Signed
2018,HispanicLatinx Open Letter to the UVA Community 10152018.pdf,Current Iniatives and Working Groups,0,HispanicLatinx Open Letter to the UVA Community 10152018.pdf,Open Letter to the University Community,Hispanic Students at UVA,Student Group,466 Students,76 Organizations,Signed,Latinx Students,1,13,466 Students 76 Organizations Signed
2018,HispanicLatinx Open Letter to the UVA Community 10152018.pdf,Data Collection and Transparency,0,HispanicLatinx Open Letter to the UVA Community 10152018.pdf,Open Letter to the University Community,Hispanic Students at UVA,Student Group,466 Students,76 Organizations,Signed,Latinx Students,1,13,466 Students 76 Organizations Signed
2018,HispanicLatinx Open Letter to the UVA Community 10152018.pdf,Diversity in Student Leadership,0,HispanicLatinx Open Letter to the UVA Community 10152018.pdf,Open Letter to the University Community,Hispanic Students at UVA,Student Group,466 Students,76 Organizations,Signed,Latinx Students,1,13,466 Students 76 Organizations Signed
2018,HispanicLatinx Open Letter to the UVA Community 10152018.pdf,Financial Aid and Financing,0,HispanicLatinx Open Letter to the UVA Community 10152018.pdf,Open Letter to the University Community,Hispanic Students at UVA,Student Group,466 Students,76 Organizations,Signed,Latinx Students,1,13,466 Students 76 Organizations Signed
2018,HispanicLatinx Open Letter to the UVA Community 10152018.pdf,Living Wage,0,HispanicLatinx Open Letter to the UVA Community 10152018.pdf,Open Letter to the University Community,Hispanic Students at UVA,Student Group,466 Students,76 Organizations,Signed,Latinx Students,1,13,466 Students 76 Organizations Signed
2018,HispanicLatinx Open Letter to the UVA Community 10152018.pdf,Minority Faculty / Staff Recruitment and Retention,1,HispanicLatinx Open Letter to the UVA Community 10152018.pdf,Open Letter to the University Community,Hispanic Students at UVA,Student Group,466 Students,76 Organizations,Signed,Latinx Students,1,13,466 Students 76 Organizations Signed
2018,HispanicLatinx Open Letter to the UVA Community 10152018.pdf,Minority Student Recruitment,1,HispanicLatinx Open Letter to the UVA Community 10152018.pdf,Open Letter to the University Community,Hispanic Students at UVA,Student Group,466 Students,76 Organizations,Signed,Latinx Students,1,13,466 Students 76 Organizations Signed
2018,HispanicLatinx Open Letter to the UVA Community 10152018.pdf,Reparations,0,HispanicLatinx Open Letter to the UVA Community 10152018.pdf,Open Letter to the University Community,Hispanic Students at UVA,Student Group,466 Students,76 Organizations,Signed,Latinx Students,1,13,466 Students 76 Organizations Signed
2018,HispanicLatinx Open Letter to the UVA Community 10152018.pdf,Research or Coursework,1,HispanicLatinx Open Letter to the UVA Community 10152018.pdf,Open Letter to the University Community,Hispanic Students at UVA,Student Group,466 Students,76 Organizations,Signed,Latinx Students,1,13,466 Students 76 Organizations Signed
2018,HispanicLatinx Open Letter to the UVA Community 10152018.pdf,School Climate,2,HispanicLatinx Open Letter to the UVA Community 10152018.pdf,Open Letter to the University Community,Hispanic Students at UVA,Student Group,466 Students,76 Organizations,Signed,Latinx Students,1,13,466 Students 76 Organizations Signed
2018,HispanicLatinx Open Letter to the UVA Community 10152018.pdf,Spaces and Places,0,HispanicLatinx Open Letter to the UVA Community 10152018.pdf,Open Letter to the University Community,Hispanic Students at UVA,Student Group,466 Students,76 Organizations,Signed,Latinx Students,1,13,466 Students 76 Organizations Signed
2018,#WeAreNotInvisible A Report On Academic Reform.docx,Abolition/ Defunding,0,WeAreNotInvisible A Report On Academic Reform.pdf,We Are Not Invisible: A Report on Academic Reform,Asian Leaders Council,Student Group,15,Student Leaders,Signed,APIDA Students,2,14,15 Student Leaders Signed
2018,#WeAreNotInvisible A Report On Academic Reform.docx,Community Labor or Partnership,0,WeAreNotInvisible A Report On Academic Reform.pdf,We Are Not Invisible: A Report on Academic Reform,Asian Leaders Council,Student Group,15,Student Leaders,Signed,APIDA Students,2,14,15 Student Leaders Signed
2018,#WeAreNotInvisible A Report On Academic Reform.docx,Current Iniatives and Working Groups,0,WeAreNotInvisible A Report On Academic Reform.pdf,We Are Not Invisible: A Report on Academic Reform,Asian Leaders Council,Student Group,15,Student Leaders,Signed,APIDA Students,2,14,15 Student Leaders Signed
2018,#WeAreNotInvisible A Report On Academic Reform.docx,Data Collection and Transparency,0,WeAreNotInvisible A Report On Academic Reform.pdf,We Are Not Invisible: A Report on Academic Reform,Asian Leaders Council,Student Group,15,Student Leaders,Signed,APIDA Students,2,14,15 Student Leaders Signed
2018,#WeAreNotInvisible A Report On Academic Reform.docx,Diversity in Student Leadership,3,WeAreNotInvisible A Report On Academic Reform.pdf,We Are Not Invisible: A Report on Academic Reform,Asian Leaders Council,Student Group,15,Student Leaders,Signed,APIDA Students,2,14,15 Student Leaders Signed
2018,#WeAreNotInvisible A Report On Academic Reform.docx,Financial Aid and Financing,0,WeAreNotInvisible A Report On Academic Reform.pdf,We Are Not Invisible: A Report on Academic Reform,Asian Leaders Council,Student Group,15,Student Leaders,Signed,APIDA Students,2,14,15 Student Leaders Signed
2018,#WeAreNotInvisible A Report On Academic Reform.docx,Living Wage,0,WeAreNotInvisible A Report On Academic Reform.pdf,We Are Not Invisible: A Report on Academic Reform,Asian Leaders Council,Student Group,15,Student Leaders,Signed,APIDA Students,2,14,15 Student Leaders Signed
2018,#WeAreNotInvisible A Report On Academic Reform.docx,Minority Faculty / Staff Recruitment and Retention,3,WeAreNotInvisible A Report On Academic Reform.pdf,We Are Not Invisible: A Report on Academic Reform,Asian Leaders Council,Student Group,15,Student Leaders,Signed,APIDA Students,2,14,15 Student Leaders Signed
2018,#WeAreNotInvisible A Report On Academic Reform.docx,Minority Student Recruitment,0,WeAreNotInvisible A Report On Academic Reform.pdf,We Are Not Invisible: A Report on Academic Reform,Asian Leaders Council,Student Group,15,Student Leaders,Signed,APIDA Students,2,14,15 Student Leaders Signed
2018,#WeAreNotInvisible A Report On Academic Reform.docx,Reparations,0,WeAreNotInvisible A Report On Academic Reform.pdf,We Are Not Invisible: A Report on Academic Reform,Asian Leaders Council,Student Group,15,Student Leaders,Signed,APIDA Students,2,14,15 Student Leaders Signed
2018,#WeAreNotInvisible A Report On Academic Reform.docx,Research or Coursework,2,WeAreNotInvisible A Report On Academic Reform.pdf,We Are Not Invisible: A Report on Academic Reform,Asian Leaders Council,Student Group,15,Student Leaders,Signed,APIDA Students,2,14,15 Student Leaders Signed
2018,#WeAreNotInvisible A Report On Academic Reform.docx,School Climate,0,WeAreNotInvisible A Report On Academic Reform.pdf,We Are Not Invisible: A Report on Academic Reform,Asian Leaders Council,Student Group,15,Student Leaders,Signed,APIDA Students,2,14,15 Student Leaders Signed
2018,#WeAreNotInvisible A Report On Academic Reform.docx,Spaces and Places,1,WeAreNotInvisible A Report On Academic Reform.pdf,We Are Not Invisible: A Report on Academic Reform,Asian Leaders Council,Student Group,15,Student Leaders,Signed,APIDA Students,2,14,15 Student Leaders Signed
2018,391641205-latinxuva-proposal-to-the-uva-administration.txt,Abolition/ Defunding,0,Our University to Shape.pdf,Our University to Shape,Hispanic Students at UVA,Student Group,19,Organizations,Signed,Latinx Students,3,15,19 Organizations Signed
2018,391641205-latinxuva-proposal-to-the-uva-administration.txt,Community Labor or Partnership,0,Our University to Shape.pdf,Our University to Shape,Hispanic Students at UVA,Student Group,19,Organizations,Signed,Latinx Students,3,15,19 Organizations Signed
2018,391641205-latinxuva-proposal-to-the-uva-administration.txt,Current Iniatives and Working Groups,3,Our University to Shape.pdf,Our University to Shape,Hispanic Students at UVA,Student Group,19,Organizations,Signed,Latinx Students,3,15,19 Organizations Signed
2018,391641205-latinxuva-proposal-to-the-uva-administration.txt,Data Collection and Transparency,1,Our University to Shape.pdf,Our University to Shape,Hispanic Students at UVA,Student Group,19,Organizations,Signed,Latinx Students,3,15,19 Organizations Signed
2018,391641205-latinxuva-proposal-to-the-uva-administration.txt,Diversity in Student Leadership,3,Our University to Shape.pdf,Our University to Shape,Hispanic Students at UVA,Student Group,19,Organizations,Signed,Latinx Students,3,15,19 Organizations Signed
2018,391641205-latinxuva-proposal-to-the-uva-administration.txt,Financial Aid and Financing,6,Our University to Shape.pdf,Our University to Shape,Hispanic Students at UVA,Student Group,19,Organizations,Signed,Latinx Students,3,15,19 Organizations Signed
2018,391641205-latinxuva-proposal-to-the-uva-administration.txt,Living Wage,0,Our University to Shape.pdf,Our University to Shape,Hispanic Students at UVA,Student Group,19,Organizations,Signed,Latinx Students,3,15,19 Organizations Signed
2018,391641205-latinxuva-proposal-to-the-uva-administration.txt,Minority Faculty / Staff Recruitment and Retention,2,Our University to Shape.pdf,Our University to Shape,Hispanic Students at UVA,Student Group,19,Organizations,Signed,Latinx Students,3,15,19 Organizations Signed
2018,391641205-latinxuva-proposal-to-the-uva-administration.txt,Minority Student Recruitment,2,Our University to Shape.pdf,Our University to Shape,Hispanic Students at UVA,Student Group,19,Organizations,Signed,Latinx Students,3,15,19 Organizations Signed
2018,391641205-latinxuva-proposal-to-the-uva-administration.txt,Reparations,0,Our University to Shape.pdf,Our University to Shape,Hispanic Students at UVA,Student Group,19,Organizations,Signed,Latinx Students,3,15,19 Organizations Signed
2018,391641205-latinxuva-proposal-to-the-uva-administration.txt,Research or Coursework,3,Our University to Shape.pdf,Our University to Shape,Hispanic Students at UVA,Student Group,19,Organizations,Signed,Latinx Students,3,15,19 Organizations Signed
2018,391641205-latinxuva-proposal-to-the-uva-administration.txt,School Climate,5,Our University to Shape.pdf,Our University to Shape,Hispanic Students at UVA,Student Group,19,Organizations,Signed,Latinx Students,3,15,19 Organizations Signed
2018,391641205-latinxuva-proposal-to-the-uva-administration.txt,Spaces and Places,1,Our University to Shape.pdf,Our University to Shape,Hispanic Students at UVA,Student Group,19,Organizations,Signed,Latinx Students,3,15,19 Organizations Signed
2018,IS@UVA White Paper.pdf,Abolition/ Defunding,0,IS@UVA White Paper.pdf,A White Paper on Indigenous Studies,Faculty,Faculty (Individual),,,Document for UVA Administration,Faculty/Staff,4,16,Document for UVA Administration
2018,IS@UVA White Paper.pdf,Community Labor or Partnership,0,IS@UVA White Paper.pdf,A White Paper on Indigenous Studies,Faculty,Faculty (Individual),,,Document for UVA Administration,Faculty/Staff,4,16,Document for UVA Administration
2018,IS@UVA White Paper.pdf,Current Iniatives and Working Groups,0,IS@UVA White Paper.pdf,A White Paper on Indigenous Studies,Faculty,Faculty (Individual),,,Document for UVA Administration,Faculty/Staff,4,16,Document for UVA Administration
2018,IS@UVA White Paper.pdf,Data Collection and Transparency,0,IS@UVA White Paper.pdf,A White Paper on Indigenous Studies,Faculty,Faculty (Individual),,,Document for UVA Administration,Faculty/Staff,4,16,Document for UVA Administration
2018,IS@UVA White Paper.pdf,Diversity in Student Leadership,0,IS@UVA White Paper.pdf,A White Paper on Indigenous Studies,Faculty,Faculty (Individual),,,Document for UVA Administration,Faculty/Staff,4,16,Document for UVA Administration
2018,IS@UVA White Paper.pdf,Financial Aid and Financing,0,IS@UVA White Paper.pdf,A White Paper on Indigenous Studies,Faculty,Faculty (Individual),,,Document for UVA Administration,Faculty/Staff,4,16,Document for UVA Administration
2018,IS@UVA White Paper.pdf,Living Wage,0,IS@UVA White Paper.pdf,A White Paper on Indigenous Studies,Faculty,Faculty (Individual),,,Document for UVA Administration,Faculty/Staff,4,16,Document for UVA Administration
2018,IS@UVA White Paper.pdf,Minority Faculty / Staff Recruitment and Retention,1,IS@UVA White Paper.pdf,A White Paper on Indigenous Studies,Faculty,Faculty (Individual),,,Document for UVA Administration,Faculty/Staff,4,16,Document for UVA Administration
2018,IS@UVA White Paper.pdf,Minority Student Recruitment,1,IS@UVA White Paper.pdf,A White Paper on Indigenous Studies,Faculty,Faculty (Individual),,,Document for UVA Administration,Faculty/Staff,4,16,Document for UVA Administration
2018,IS@UVA White Paper.pdf,Reparations,0,IS@UVA White Paper.pdf,A White Paper on Indigenous Studies,Faculty,Faculty (Individual),,,Document for UVA Administration,Faculty/Staff,4,16,Document for UVA Administration
2018,IS@UVA White Paper.pdf,Research or Coursework,2,IS@UVA White Paper.pdf,A White Paper on Indigenous Studies,Faculty,Faculty (Individual),,,Document for UVA Administration,Faculty/Staff,4,16,Document for UVA Administration
2018,IS@UVA White Paper.pdf,School Climate,0,IS@UVA White Paper.pdf,A White Paper on Indigenous Studies,Faculty,Faculty (Individual),,,Document for UVA Administration,Faculty/Staff,4,16,Document for UVA Administration
2018,IS@UVA White Paper.pdf,Spaces and Places,0,IS@UVA White Paper.pdf,A White Paper on Indigenous Studies,Faculty,Faculty (Individual),,,Document for UVA Administration,Faculty/Staff,4,16,Document for UVA Administration
2019,GREENLEE.Letter.BoV.13Proposals.9.9.2019.pdf,Abolition/ Defunding,0,GREENLEE.Letter.BoV.13Proposals.9.9.2019.pdf,13 Proposals for Commemoration at the University of Virginia,Justin Greenlee,Student (individual),,,Letter sent to President Ryan and Board of Visitors,Students,1,17,Letter sent to President Ryan and Board of Visitors
2019,GREENLEE.Letter.BoV.13Proposals.9.9.2019.pdf,Community Labor or Partnership,0,GREENLEE.Letter.BoV.13Proposals.9.9.2019.pdf,13 Proposals for Commemoration at the University of Virginia,Justin Greenlee,Student (individual),,,Letter sent to President Ryan and Board of Visitors,Students,1,17,Letter sent to President Ryan and Board of Visitors
2019,GREENLEE.Letter.BoV.13Proposals.9.9.2019.pdf,Current Iniatives and Working Groups,0,GREENLEE.Letter.BoV.13Proposals.9.9.2019.pdf,13 Proposals for Commemoration at the University of Virginia,Justin Greenlee,Student (individual),,,Letter sent to President Ryan and Board of Visitors,Students,1,17,Letter sent to President Ryan and Board of Visitors
2019,GREENLEE.Letter.BoV.13Proposals.9.9.2019.pdf,Data Collection and Transparency,0,GREENLEE.Letter.BoV.13Proposals.9.9.2019.pdf,13 Proposals for Commemoration at the University of Virginia,Justin Greenlee,Student (individual),,,Letter sent to President Ryan and Board of Visitors,Students,1,17,Letter sent to President Ryan and Board of Visitors
2019,GREENLEE.Letter.BoV.13Proposals.9.9.2019.pdf,Diversity in Student Leadership,0,GREENLEE.Letter.BoV.13Proposals.9.9.2019.pdf,13 Proposals for Commemoration at the University of Virginia,Justin Greenlee,Student (individual),,,Letter sent to President Ryan and Board of Visitors,Students,1,17,Letter sent to President Ryan and Board of Visitors
2019,GREENLEE.Letter.BoV.13Proposals.9.9.2019.pdf,Financial Aid and Financing,0,GREENLEE.Letter.BoV.13Proposals.9.9.2019.pdf,13 Proposals for Commemoration at the University of Virginia,Justin Greenlee,Student (individual),,,Letter sent to President Ryan and Board of Visitors,Students,1,17,Letter sent to President Ryan and Board of Visitors
2019,GREENLEE.Letter.BoV.13Proposals.9.9.2019.pdf,Living Wage,0,GREENLEE.Letter.BoV.13Proposals.9.9.2019.pdf,13 Proposals for Commemoration at the University of Virginia,Justin Greenlee,Student (individual),,,Letter sent to President Ryan and Board of Visitors,Students,1,17,Letter sent to President Ryan and Board of Visitors
2019,GREENLEE.Letter.BoV.13Proposals.9.9.2019.pdf,Minority Faculty / Staff Recruitment and Retention,0,GREENLEE.Letter.BoV.13Proposals.9.9.2019.pdf,13 Proposals for Commemoration at the University of Virginia,Justin Greenlee,Student (individual),,,Letter sent to President Ryan and Board of Visitors,Students,1,17,Letter sent to President Ryan and Board of Visitors
2019,GREENLEE.Letter.BoV.13Proposals.9.9.2019.pdf,Minority Student Recruitment,0,GREENLEE.Letter.BoV.13Proposals.9.9.2019.pdf,13 Proposals for Commemoration at the University of Virginia,Justin Greenlee,Student (individual),,,Letter sent to President Ryan and Board of Visitors,Students,1,17,Letter sent to President Ryan and Board of Visitors
2019,GREENLEE.Letter.BoV.13Proposals.9.9.2019.pdf,Reparations,1,GREENLEE.Letter.BoV.13Proposals.9.9.2019.pdf,13 Proposals for Commemoration at the University of Virginia,Justin Greenlee,Student (individual),,,Letter sent to President Ryan and Board of Visitors,Students,1,17,Letter sent to President Ryan and Board of Visitors
2019,GREENLEE.Letter.BoV.13Proposals.9.9.2019.pdf,Research or Coursework,2,GREENLEE.Letter.BoV.13Proposals.9.9.2019.pdf,13 Proposals for Commemoration at the University of Virginia,Justin Greenlee,Student (individual),,,Letter sent to President Ryan and Board of Visitors,Students,1,17,Letter sent to President Ryan and Board of Visitors
2019,GREENLEE.Letter.BoV.13Proposals.9.9.2019.pdf,School Climate,0,GREENLEE.Letter.BoV.13Proposals.9.9.2019.pdf,13 Proposals for Commemoration at the University of Virginia,Justin Greenlee,Student (individual),,,Letter sent to President Ryan and Board of Visitors,Students,1,17,Letter sent to President Ryan and Board of Visitors
2019,GREENLEE.Letter.BoV.13Proposals.9.9.2019.pdf,Spaces and Places,10,GREENLEE.Letter.BoV.13Proposals.9.9.2019.pdf,13 Proposals for Commemoration at the University of Virginia,Justin Greenlee,Student (individual),,,Letter sent to President Ryan and Board of Visitors,Students,1,17,Letter sent to President Ryan and Board of Visitors
2019,GREENLEE.Letter.Barringer.6.6.19.2019.pdf,Abolition/ Defunding,0,GREENLEE.Letter.Barringer.6.6.19.2019.pdf,Barringer Wing,Justin Greenlee,Student (individual),,,"Letter sent to President Ryan, Mark M. Luellen, Eric Swensen",Students,2,18,"Letter sent to President Ryan, Mark M. Luellen, Eric Swensen"
2019,GREENLEE.Letter.Barringer.6.6.19.2019.pdf,Community Labor or Partnership,0,GREENLEE.Letter.Barringer.6.6.19.2019.pdf,Barringer Wing,Justin Greenlee,Student (individual),,,"Letter sent to President Ryan, Mark M. Luellen, Eric Swensen",Students,2,18,"Letter sent to President Ryan, Mark M. Luellen, Eric Swensen"
2019,GREENLEE.Letter.Barringer.6.6.19.2019.pdf,Current Iniatives and Working Groups,0,GREENLEE.Letter.Barringer.6.6.19.2019.pdf,Barringer Wing,Justin Greenlee,Student (individual),,,"Letter sent to President Ryan, Mark M. Luellen, Eric Swensen",Students,2,18,"Letter sent to President Ryan, Mark M. Luellen, Eric Swensen"
2019,GREENLEE.Letter.Barringer.6.6.19.2019.pdf,Data Collection and Transparency,0,GREENLEE.Letter.Barringer.6.6.19.2019.pdf,Barringer Wing,Justin Greenlee,Student (individual),,,"Letter sent to President Ryan, Mark M. Luellen, Eric Swensen",Students,2,18,"Letter sent to President Ryan, Mark M. Luellen, Eric Swensen"
2019,GREENLEE.Letter.Barringer.6.6.19.2019.pdf,Diversity in Student Leadership,0,GREENLEE.Letter.Barringer.6.6.19.2019.pdf,Barringer Wing,Justin Greenlee,Student (individual),,,"Letter sent to President Ryan, Mark M. Luellen, Eric Swensen",Students,2,18,"Letter sent to President Ryan, Mark M. Luellen, Eric Swensen"
