YEAR,Title,Code,Count,filename_updated,DocTitle,Author,OrgType,NumSign,AuthSignType,DocSignAction,Demographic,YearOrder,details
2015,Towards A Better University.pdf,Inclusive Anti Racist Curriculum Programs,6,Towards A Better University.pdf,Towards a Better University,Black Student Alliance,Student Group,30,Black Student Organizations,Endorsed,Black Students,1,30 Black Student Organizations Endorsed
2015,Towards A Better University.pdf,Living Wage,3,Towards A Better University.pdf,Towards a Better University,Black Student Alliance,Student Group,30,Black Student Organizations,Endorsed,Black Students,1,30 Black Student Organizations Endorsed
2015,Towards A Better University.pdf,Minority Faculty / Staff Recruitment,0,Towards A Better University.pdf,Towards a Better University,Black Student Alliance,Student Group,30,Black Student Organizations,Endorsed,Black Students,1,30 Black Student Organizations Endorsed
2015,Towards A Better University.pdf,Minority Faculty Retention,1,Towards A Better University.pdf,Towards a Better University,Black Student Alliance,Student Group,30,Black Student Organizations,Endorsed,Black Students,1,30 Black Student Organizations Endorsed
2015,Towards A Better University.pdf,Minority Faculty Staff and Leadership Recruitment,6,Towards A Better University.pdf,Towards a Better University,Black Student Alliance,Student Group,30,Black Student Organizations,Endorsed,Black Students,1,30 Black Student Organizations Endorsed
2015,Towards A Better University.pdf,Minority Student Recruitment,6,Towards A Better University.pdf,Towards a Better University,Black Student Alliance,Student Group,30,Black Student Organizations,Endorsed,Black Students,1,30 Black Student Organizations Endorsed
2015,Towards A Better University.pdf,Reparations,0,Towards A Better University.pdf,Towards a Better University,Black Student Alliance,Student Group,30,Black Student Organizations,Endorsed,Black Students,1,30 Black Student Organizations Endorsed
2015,Towards A Better University.pdf,Research or Coursework,1,Towards A Better University.pdf,Towards a Better University,Black Student Alliance,Student Group,30,Black Student Organizations,Endorsed,Black Students,1,30 Black Student Organizations Endorsed
2015,Towards A Better University.pdf,School Climate,12,Towards A Better University.pdf,Towards a Better University,Black Student Alliance,Student Group,30,Black Student Organizations,Endorsed,Black Students,1,30 Black Student Organizations Endorsed
2015,Towards A Better University.pdf,Spaces and Places,1,Towards A Better University.pdf,Towards a Better University,Black Student Alliance,Student Group,30,Black Student Organizations,Endorsed,Black Students,1,30 Black Student Organizations Endorsed
2015,UVA Alumni for Change Letter to President Sullivan.pdf,Abolition/ Defunding,0,UVA Alumni for Change Letter to President Sullivan.pdf,Letter to President Sullivan,UVA Alumni for Change,,,,Letter sent to President Sullivan,Alumni,2,Letter sent to President Sullivan
2015,UVA Alumni for Change Letter to President Sullivan.pdf,Adding Courses,2,UVA Alumni for Change Letter to President Sullivan.pdf,Letter to President Sullivan,UVA Alumni for Change,,,,Letter sent to President Sullivan,Alumni,2,Letter sent to President Sullivan
2015,UVA Alumni for Change Letter to President Sullivan.pdf,Community Labor or Partnership,0,UVA Alumni for Change Letter to President Sullivan.pdf,Letter to President Sullivan,UVA Alumni for Change,,,,Letter sent to President Sullivan,Alumni,2,Letter sent to President Sullivan
2015,UVA Alumni for Change Letter to President Sullivan.pdf,Current Iniatives and Working Groups,2,UVA Alumni for Change Letter to President Sullivan.pdf,Letter to President Sullivan,UVA Alumni for Change,,,,Letter sent to President Sullivan,Alumni,2,Letter sent to President Sullivan
2015,UVA Alumni for Change Letter to President Sullivan.pdf,Data Collection and Transparency,0,UVA Alumni for Change Letter to President Sullivan.pdf,Letter to President Sullivan,UVA Alumni for Change,,,,Letter sent to President Sullivan,Alumni,2,Letter sent to President Sullivan
2015,UVA Alumni for Change Letter to President Sullivan.pdf,Diversity in Student Leadership,0,UVA Alumni for Change Letter to President Sullivan.pdf,Letter to President Sullivan,UVA Alumni for Change,,,,Letter sent to President Sullivan,Alumni,2,Letter sent to President Sullivan
2015,UVA Alumni for Change Letter to President Sullivan.pdf,Financial Aid and Financing,1,UVA Alumni for Change Letter to President Sullivan.pdf,Letter to President Sullivan,UVA Alumni for Change,,,,Letter sent to President Sullivan,Alumni,2,Letter sent to President Sullivan
2015,UVA Alumni for Change Letter to President Sullivan.pdf,Inclusive Anti Racist Curriculum Programs,1,UVA Alumni for Change Letter to President Sullivan.pdf,Letter to President Sullivan,UVA Alumni for Change,,,,Letter sent to President Sullivan,Alumni,2,Letter sent to President Sullivan
2015,UVA Alumni for Change Letter to President Sullivan.pdf,Living Wage,0,UVA Alumni for Change Letter to President Sullivan.pdf,Letter to President Sullivan,UVA Alumni for Change,,,,Letter sent to President Sullivan,Alumni,2,Letter sent to President Sullivan
2015,UVA Alumni for Change Letter to President Sullivan.pdf,Minority Faculty / Staff Recruitment,0,UVA Alumni for Change Letter to President Sullivan.pdf,Letter to President Sullivan,UVA Alumni for Change,,,,Letter sent to President Sullivan,Alumni,2,Letter sent to President Sullivan
2015,UVA Alumni for Change Letter to President Sullivan.pdf,Minority Faculty Retention,0,UVA Alumni for Change Letter to President Sullivan.pdf,Letter to President Sullivan,UVA Alumni for Change,,,,Letter sent to President Sullivan,Alumni,2,Letter sent to President Sullivan
2015,UVA Alumni for Change Letter to President Sullivan.pdf,Minority Faculty Staff and Leadership Recruitment,1,UVA Alumni for Change Letter to President Sullivan.pdf,Letter to President Sullivan,UVA Alumni for Change,,,,Letter sent to President Sullivan,Alumni,2,Letter sent to President Sullivan
2015,UVA Alumni for Change Letter to President Sullivan.pdf,Minority Student Recruitment,1,UVA Alumni for Change Letter to President Sullivan.pdf,Letter to President Sullivan,UVA Alumni for Change,,,,Letter sent to President Sullivan,Alumni,2,Letter sent to President Sullivan
2015,UVA Alumni for Change Letter to President Sullivan.pdf,Reparations,0,UVA Alumni for Change Letter to President Sullivan.pdf,Letter to President Sullivan,UVA Alumni for Change,,,,Letter sent to President Sullivan,Alumni,2,Letter sent to President Sullivan
2015,UVA Alumni for Change Letter to President Sullivan.pdf,Research or Coursework,0,UVA Alumni for Change Letter to President Sullivan.pdf,Letter to President Sullivan,UVA Alumni for Change,,,,Letter sent to President Sullivan,Alumni,2,Letter sent to President Sullivan
2015,UVA Alumni for Change Letter to President Sullivan.pdf,School Climate,2,UVA Alumni for Change Letter to President Sullivan.pdf,Letter to President Sullivan,UVA Alumni for Change,,,,Letter sent to President Sullivan,Alumni,2,Letter sent to President Sullivan
2015,UVA Alumni for Change Letter to President Sullivan.pdf,Spaces and Places,0,UVA Alumni for Change Letter to President Sullivan.pdf,Letter to President Sullivan,UVA Alumni for Change,,,,Letter sent to President Sullivan,Alumni,2,Letter sent to President Sullivan
2015,Culture Working Group Exec. Summary and Recommendations FINAL.pdf,Abolition/ Defunding,0,Culture Working Group Exec. Summary and Recommendations FINAL.pdf,Report to Committee on University Climate and Culture,Culture Working Group,Faculty Group,,,Report for President Sullivan,University Office,3,Report for President Sullivan
2015,Culture Working Group Exec. Summary and Recommendations FINAL.pdf,Adding Courses,4,Culture Working Group Exec. Summary and Recommendations FINAL.pdf,Report to Committee on University Climate and Culture,Culture Working Group,Faculty Group,,,Report for President Sullivan,University Office,3,Report for President Sullivan
2015,Culture Working Group Exec. Summary and Recommendations FINAL.pdf,Community Labor or Partnership,0,Culture Working Group Exec. Summary and Recommendations FINAL.pdf,Report to Committee on University Climate and Culture,Culture Working Group,Faculty Group,,,Report for President Sullivan,University Office,3,Report for President Sullivan
2015,Culture Working Group Exec. Summary and Recommendations FINAL.pdf,Current Iniatives and Working Groups,2,Culture Working Group Exec. Summary and Recommendations FINAL.pdf,Report to Committee on University Climate and Culture,Culture Working Group,Faculty Group,,,Report for President Sullivan,University Office,3,Report for President Sullivan
2015,Culture Working Group Exec. Summary and Recommendations FINAL.pdf,Data Collection and Transparency,0,Culture Working Group Exec. Summary and Recommendations FINAL.pdf,Report to Committee on University Climate and Culture,Culture Working Group,Faculty Group,,,Report for President Sullivan,University Office,3,Report for President Sullivan
2015,Culture Working Group Exec. Summary and Recommendations FINAL.pdf,Diversity in Student Leadership,0,Culture Working Group Exec. Summary and Recommendations FINAL.pdf,Report to Committee on University Climate and Culture,Culture Working Group,Faculty Group,,,Report for President Sullivan,University Office,3,Report for President Sullivan
2015,Culture Working Group Exec. Summary and Recommendations FINAL.pdf,Financial Aid and Financing,5,Culture Working Group Exec. Summary and Recommendations FINAL.pdf,Report to Committee on University Climate and Culture,Culture Working Group,Faculty Group,,,Report for President Sullivan,University Office,3,Report for President Sullivan
2015,Culture Working Group Exec. Summary and Recommendations FINAL.pdf,Inclusive Anti Racist Curriculum Programs,1,Culture Working Group Exec. Summary and Recommendations FINAL.pdf,Report to Committee on University Climate and Culture,Culture Working Group,Faculty Group,,,Report for President Sullivan,University Office,3,Report for President Sullivan
2015,Culture Working Group Exec. Summary and Recommendations FINAL.pdf,Living Wage,0,Culture Working Group Exec. Summary and Recommendations FINAL.pdf,Report to Committee on University Climate and Culture,Culture Working Group,Faculty Group,,,Report for President Sullivan,University Office,3,Report for President Sullivan
2015,Culture Working Group Exec. Summary and Recommendations FINAL.pdf,Minority Faculty / Staff Recruitment,0,Culture Working Group Exec. Summary and Recommendations FINAL.pdf,Report to Committee on University Climate and Culture,Culture Working Group,Faculty Group,,,Report for President Sullivan,University Office,3,Report for President Sullivan
2015,Culture Working Group Exec. Summary and Recommendations FINAL.pdf,Minority Faculty Retention,1,Culture Working Group Exec. Summary and Recommendations FINAL.pdf,Report to Committee on University Climate and Culture,Culture Working Group,Faculty Group,,,Report for President Sullivan,University Office,3,Report for President Sullivan
2015,Culture Working Group Exec. Summary and Recommendations FINAL.pdf,Minority Faculty Staff and Leadership Recruitment,1,Culture Working Group Exec. Summary and Recommendations FINAL.pdf,Report to Committee on University Climate and Culture,Culture Working Group,Faculty Group,,,Report for President Sullivan,University Office,3,Report for President Sullivan
2015,Culture Working Group Exec. Summary and Recommendations FINAL.pdf,Minority Student Recruitment,2,Culture Working Group Exec. Summary and Recommendations FINAL.pdf,Report to Committee on University Climate and Culture,Culture Working Group,Faculty Group,,,Report for President Sullivan,University Office,3,Report for President Sullivan
2015,Culture Working Group Exec. Summary and Recommendations FINAL.pdf,Reparations,0,Culture Working Group Exec. Summary and Recommendations FINAL.pdf,Report to Committee on University Climate and Culture,Culture Working Group,Faculty Group,,,Report for President Sullivan,University Office,3,Report for President Sullivan
2015,Culture Working Group Exec. Summary and Recommendations FINAL.pdf,Research or Coursework,1,Culture Working Group Exec. Summary and Recommendations FINAL.pdf,Report to Committee on University Climate and Culture,Culture Working Group,Faculty Group,,,Report for President Sullivan,University Office,3,Report for President Sullivan
2015,Culture Working Group Exec. Summary and Recommendations FINAL.pdf,School Climate,17,Culture Working Group Exec. Summary and Recommendations FINAL.pdf,Report to Committee on University Climate and Culture,Culture Working Group,Faculty Group,,,Report for President Sullivan,University Office,3,Report for President Sullivan
2015,Culture Working Group Exec. Summary and Recommendations FINAL.pdf,Spaces and Places,7,Culture Working Group Exec. Summary and Recommendations FINAL.pdf,Report to Committee on University Climate and Culture,Culture Working Group,Faculty Group,,,Report for President Sullivan,University Office,3,Report for President Sullivan
2017,Demands of the March to Reclaim Our Grounds_2017.docx,Abolition/ Defunding,2,Demands of the March to Reclaim Our Grounds_2017.pdf,Demands of the March to Reclaim our Grounds,Multiple Student Groups,Student Group,52,Organizations,Signed,Students,2,52 Organizations Signed
2017,Demands of the March to Reclaim Our Grounds_2017.docx,Adding Courses,0,Demands of the March to Reclaim Our Grounds_2017.pdf,Demands of the March to Reclaim our Grounds,Multiple Student Groups,Student Group,52,Organizations,Signed,Students,2,52 Organizations Signed
2017,Demands of the March to Reclaim Our Grounds_2017.docx,Community Labor or Partnership,0,Demands of the March to Reclaim Our Grounds_2017.pdf,Demands of the March to Reclaim our Grounds,Multiple Student Groups,Student Group,52,Organizations,Signed,Students,2,52 Organizations Signed
2017,Demands of the March to Reclaim Our Grounds_2017.docx,Current Iniatives and Working Groups,0,Demands of the March to Reclaim Our Grounds_2017.pdf,Demands of the March to Reclaim our Grounds,Multiple Student Groups,Student Group,52,Organizations,Signed,Students,2,52 Organizations Signed
2017,Demands of the March to Reclaim Our Grounds_2017.docx,Data Collection and Transparency,0,Demands of the March to Reclaim Our Grounds_2017.pdf,Demands of the March to Reclaim our Grounds,Multiple Student Groups,Student Group,52,Organizations,Signed,Students,2,52 Organizations Signed
2017,Demands of the March to Reclaim Our Grounds_2017.docx,Diversity in Student Leadership,1,Demands of the March to Reclaim Our Grounds_2017.pdf,Demands of the March to Reclaim our Grounds,Multiple Student Groups,Student Group,52,Organizations,Signed,Students,2,52 Organizations Signed
2017,Demands of the March to Reclaim Our Grounds_2017.docx,Financial Aid and Financing,0,Demands of the March to Reclaim Our Grounds_2017.pdf,Demands of the March to Reclaim our Grounds,Multiple Student Groups,Student Group,52,Organizations,Signed,Students,2,52 Organizations Signed
2017,Demands of the March to Reclaim Our Grounds_2017.docx,Inclusive Anti Racist Curriculum Programs,2,Demands of the March to Reclaim Our Grounds_2017.pdf,Demands of the March to Reclaim our Grounds,Multiple Student Groups,Student Group,52,Organizations,Signed,Students,2,52 Organizations Signed
2017,Demands of the March to Reclaim Our Grounds_2017.docx,Living Wage,1,Demands of the March to Reclaim Our Grounds_2017.pdf,Demands of the March to Reclaim our Grounds,Multiple Student Groups,Student Group,52,Organizations,Signed,Students,2,52 Organizations Signed
2017,Demands of the March to Reclaim Our Grounds_2017.docx,Minority Faculty / Staff Recruitment,0,Demands of the March to Reclaim Our Grounds_2017.pdf,Demands of the March to Reclaim our Grounds,Multiple Student Groups,Student Group,52,Organizations,Signed,Students,2,52 Organizations Signed
2017,Demands of the March to Reclaim Our Grounds_2017.docx,Minority Faculty Retention,0,Demands of the March to Reclaim Our Grounds_2017.pdf,Demands of the March to Reclaim our Grounds,Multiple Student Groups,Student Group,52,Organizations,Signed,Students,2,52 Organizations Signed
2017,Demands of the March to Reclaim Our Grounds_2017.docx,Minority Faculty Staff and Leadership Recruitment,1,Demands of the March to Reclaim Our Grounds_2017.pdf,Demands of the March to Reclaim our Grounds,Multiple Student Groups,Student Group,52,Organizations,Signed,Students,2,52 Organizations Signed
2017,Demands of the March to Reclaim Our Grounds_2017.docx,Minority Student Recruitment,2,Demands of the March to Reclaim Our Grounds_2017.pdf,Demands of the March to Reclaim our Grounds,Multiple Student Groups,Student Group,52,Organizations,Signed,Students,2,52 Organizations Signed
2017,Demands of the March to Reclaim Our Grounds_2017.docx,Reparations,0,Demands of the March to Reclaim Our Grounds_2017.pdf,Demands of the March to Reclaim our Grounds,Multiple Student Groups,Student Group,52,Organizations,Signed,Students,2,52 Organizations Signed
2017,Demands of the March to Reclaim Our Grounds_2017.docx,Research or Coursework,0,Demands of the March to Reclaim Our Grounds_2017.pdf,Demands of the March to Reclaim our Grounds,Multiple Student Groups,Student Group,52,Organizations,Signed,Students,2,52 Organizations Signed
2017,Demands of the March to Reclaim Our Grounds_2017.docx,School Climate,1,Demands of the March to Reclaim Our Grounds_2017.pdf,Demands of the March to Reclaim our Grounds,Multiple Student Groups,Student Group,52,Organizations,Signed,Students,2,52 Organizations Signed
2017,Demands of the March to Reclaim Our Grounds_2017.docx,Spaces and Places,2,Demands of the March to Reclaim Our Grounds_2017.pdf,Demands of the March to Reclaim our Grounds,Multiple Student Groups,Student Group,52,Organizations,Signed,Students,2,52 Organizations Signed
2017,UVADivrstyReprtExecutiveSummary.pdf,Abolition/ Defunding,0,UVADivrstyReprtExecutiveSummary.pdf,Embracing Diversity in Pursuit of Excellence,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,,,,University Office,3,
2017,UVADivrstyReprtExecutiveSummary.pdf,Adding Courses,4,UVADivrstyReprtExecutiveSummary.pdf,Embracing Diversity in Pursuit of Excellence,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,,,,University Office,3,
2017,UVADivrstyReprtExecutiveSummary.pdf,Community Labor or Partnership,2,UVADivrstyReprtExecutiveSummary.pdf,Embracing Diversity in Pursuit of Excellence,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,,,,University Office,3,
2017,UVADivrstyReprtExecutiveSummary.pdf,Current Iniatives and Working Groups,3,UVADivrstyReprtExecutiveSummary.pdf,Embracing Diversity in Pursuit of Excellence,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,,,,University Office,3,
2017,UVADivrstyReprtExecutiveSummary.pdf,Data Collection and Transparency,3,UVADivrstyReprtExecutiveSummary.pdf,Embracing Diversity in Pursuit of Excellence,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,,,,University Office,3,
2017,UVADivrstyReprtExecutiveSummary.pdf,Diversity in Student Leadership,0,UVADivrstyReprtExecutiveSummary.pdf,Embracing Diversity in Pursuit of Excellence,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,,,,University Office,3,
2017,UVADivrstyReprtExecutiveSummary.pdf,Financial Aid and Financing,2,UVADivrstyReprtExecutiveSummary.pdf,Embracing Diversity in Pursuit of Excellence,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,,,,University Office,3,
2017,UVADivrstyReprtExecutiveSummary.pdf,Inclusive Anti Racist Curriculum Programs,2,UVADivrstyReprtExecutiveSummary.pdf,Embracing Diversity in Pursuit of Excellence,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,,,,University Office,3,
2017,UVADivrstyReprtExecutiveSummary.pdf,Living Wage,0,UVADivrstyReprtExecutiveSummary.pdf,Embracing Diversity in Pursuit of Excellence,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,,,,University Office,3,
2017,UVADivrstyReprtExecutiveSummary.pdf,Minority Faculty / Staff Recruitment,0,UVADivrstyReprtExecutiveSummary.pdf,Embracing Diversity in Pursuit of Excellence,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,,,,University Office,3,
2017,UVADivrstyReprtExecutiveSummary.pdf,Minority Faculty Retention,3,UVADivrstyReprtExecutiveSummary.pdf,Embracing Diversity in Pursuit of Excellence,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,,,,University Office,3,
2017,UVADivrstyReprtExecutiveSummary.pdf,Minority Faculty Staff and Leadership Recruitment,5,UVADivrstyReprtExecutiveSummary.pdf,Embracing Diversity in Pursuit of Excellence,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,,,,University Office,3,
2017,UVADivrstyReprtExecutiveSummary.pdf,Minority Student Recruitment,4,UVADivrstyReprtExecutiveSummary.pdf,Embracing Diversity in Pursuit of Excellence,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,,,,University Office,3,
2017,UVADivrstyReprtExecutiveSummary.pdf,Reparations,0,UVADivrstyReprtExecutiveSummary.pdf,Embracing Diversity in Pursuit of Excellence,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,,,,University Office,3,
2017,UVADivrstyReprtExecutiveSummary.pdf,Research or Coursework,0,UVADivrstyReprtExecutiveSummary.pdf,Embracing Diversity in Pursuit of Excellence,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,,,,University Office,3,
2017,UVADivrstyReprtExecutiveSummary.pdf,School Climate,4,UVADivrstyReprtExecutiveSummary.pdf,Embracing Diversity in Pursuit of Excellence,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,,,,University Office,3,
2017,UVADivrstyReprtExecutiveSummary.pdf,Spaces and Places,0,UVADivrstyReprtExecutiveSummary.pdf,Embracing Diversity in Pursuit of Excellence,Office of the Vice President and Chief Officer for Diversity and Equity,Faculty Group,,,,University Office,3,
2018,HispanicLatinx Open Letter to the UVA Community 10152018.pdf,Abolition/ Defunding,0,HispanicLatinx Open Letter to the UVA Community 10152018.pdf,Open Letter to the University Community,Hispanic Students at UVA,Student Group,466 Students,76 Organizations,Signed,Latinx Students,1,466 Students 76 Organizations Signed
2018,HispanicLatinx Open Letter to the UVA Community 10152018.pdf,Adding Courses,1,HispanicLatinx Open Letter to the UVA Community 10152018.pdf,Open Letter to the University Community,Hispanic Students at UVA,Student Group,466 Students,76 Organizations,Signed,Latinx Students,1,466 Students 76 Organizations Signed
2018,HispanicLatinx Open Letter to the UVA Community 10152018.pdf,Community Labor or Partnership,0,HispanicLatinx Open Letter to the UVA Community 10152018.pdf,Open Letter to the University Community,Hispanic Students at UVA,Student Group,466 Students,76 Organizations,Signed,Latinx Students,1,466 Students 76 Organizations Signed
2018,HispanicLatinx Open Letter to the UVA Community 10152018.pdf,Current Iniatives and Working Groups,0,HispanicLatinx Open Letter to the UVA Community 10152018.pdf,Open Letter to the University Community,Hispanic Students at UVA,Student Group,466 Students,76 Organizations,Signed,Latinx Students,1,466 Students 76 Organizations Signed
2018,HispanicLatinx Open Letter to the UVA Community 10152018.pdf,Data Collection and Transparency,0,HispanicLatinx Open Letter to the UVA Community 10152018.pdf,Open Letter to the University Community,Hispanic Students at UVA,Student Group,466 Students,76 Organizations,Signed,Latinx Students,1,466 Students 76 Organizations Signed
2018,HispanicLatinx Open Letter to the UVA Community 10152018.pdf,Diversity in Student Leadership,0,HispanicLatinx Open Letter to the UVA Community 10152018.pdf,Open Letter to the University Community,Hispanic Students at UVA,Student Group,466 Students,76 Organizations,Signed,Latinx Students,1,466 Students 76 Organizations Signed
2018,HispanicLatinx Open Letter to the UVA Community 10152018.pdf,Financial Aid and Financing,0,HispanicLatinx Open Letter to the UVA Community 10152018.pdf,Open Letter to the University Community,Hispanic Students at UVA,Student Group,466 Students,76 Organizations,Signed,Latinx Students,1,466 Students 76 Organizations Signed
2018,HispanicLatinx Open Letter to the UVA Community 10152018.pdf,Inclusive Anti Racist Curriculum Programs,0,HispanicLatinx Open Letter to the UVA Community 10152018.pdf,Open Letter to the University Community,Hispanic Students at UVA,Student Group,466 Students,76 Organizations,Signed,Latinx Students,1,466 Students 76 Organizations Signed
2018,HispanicLatinx Open Letter to the UVA Community 10152018.pdf,Living Wage,0,HispanicLatinx Open Letter to the UVA Community 10152018.pdf,Open Letter to the University Community,Hispanic Students at UVA,Student Group,466 Students,76 Organizations,Signed,Latinx Students,1,466 Students 76 Organizations Signed
2018,HispanicLatinx Open Letter to the UVA Community 10152018.pdf,Minority Faculty / Staff Recruitment,0,HispanicLatinx Open Letter to the UVA Community 10152018.pdf,Open Letter to the University Community,Hispanic Students at UVA,Student Group,466 Students,76 Organizations,Signed,Latinx Students,1,466 Students 76 Organizations Signed
2018,HispanicLatinx Open Letter to the UVA Community 10152018.pdf,Minority Faculty Retention,0,HispanicLatinx Open Letter to the UVA Community 10152018.pdf,Open Letter to the University Community,Hispanic Students at UVA,Student Group,466 Students,76 Organizations,Signed,Latinx Students,1,466 Students 76 Organizations Signed
2018,HispanicLatinx Open Letter to the UVA Community 10152018.pdf,Minority Faculty Staff and Leadership Recruitment,1,HispanicLatinx Open Letter to the UVA Community 10152018.pdf,Open Letter to the University Community,Hispanic Students at UVA,Student Group,466 Students,76 Organizations,Signed,Latinx Students,1,466 Students 76 Organizations Signed
2018,HispanicLatinx Open Letter to the UVA Community 10152018.pdf,Minority Student Recruitment,1,HispanicLatinx Open Letter to the UVA Community 10152018.pdf,Open Letter to the University Community,Hispanic Students at UVA,Student Group,466 Students,76 Organizations,Signed,Latinx Students,1,466 Students 76 Organizations Signed
2018,HispanicLatinx Open Letter to the UVA Community 10152018.pdf,Reparations,0,HispanicLatinx Open Letter to the UVA Community 10152018.pdf,Open Letter to the University Community,Hispanic Students at UVA,Student Group,466 Students,76 Organizations,Signed,Latinx Students,1,466 Students 76 Organizations Signed
2018,HispanicLatinx Open Letter to the UVA Community 10152018.pdf,Research or Coursework,0,HispanicLatinx Open Letter to the UVA Community 10152018.pdf,Open Letter to the University Community,Hispanic Students at UVA,Student Group,466 Students,76 Organizations,Signed,Latinx Students,1,466 Students 76 Organizations Signed
2018,HispanicLatinx Open Letter to the UVA Community 10152018.pdf,School Climate,2,HispanicLatinx Open Letter to the UVA Community 10152018.pdf,Open Letter to the University Community,Hispanic Students at UVA,Student Group,466 Students,76 Organizations,Signed,Latinx Students,1,466 Students 76 Organizations Signed
2018,HispanicLatinx Open Letter to the UVA Community 10152018.pdf,Spaces and Places,0,HispanicLatinx Open Letter to the UVA Community 10152018.pdf,Open Letter to the University Community,Hispanic Students at UVA,Student Group,466 Students,76 Organizations,Signed,Latinx Students,1,466 Students 76 Organizations Signed
2018,#WeAreNotInvisible A Report On Academic Reform.docx,Abolition/ Defunding,0,WeAreNotInvisible A Report On Academic Reform.pdf,We Are Not Invisible: A Report on Academic Reform,Asian Leaders Council,Student Group,15,Student Leaders,Signed,APIDA Students,2,15 Student Leaders Signed
2018,#WeAreNotInvisible A Report On Academic Reform.docx,Adding Courses,2,WeAreNotInvisible A Report On Academic Reform.pdf,We Are Not Invisible: A Report on Academic Reform,Asian Leaders Council,Student Group,15,Student Leaders,Signed,APIDA Students,2,15 Student Leaders Signed
2018,#WeAreNotInvisible A Report On Academic Reform.docx,Community Labor or Partnership,0,WeAreNotInvisible A Report On Academic Reform.pdf,We Are Not Invisible: A Report on Academic Reform,Asian Leaders Council,Student Group,15,Student Leaders,Signed,APIDA Students,2,15 Student Leaders Signed
2018,#WeAreNotInvisible A Report On Academic Reform.docx,Current Iniatives and Working Groups,0,WeAreNotInvisible A Report On Academic Reform.pdf,We Are Not Invisible: A Report on Academic Reform,Asian Leaders Council,Student Group,15,Student Leaders,Signed,APIDA Students,2,15 Student Leaders Signed
2018,#WeAreNotInvisible A Report On Academic Reform.docx,Data Collection and Transparency,0,WeAreNotInvisible A Report On Academic Reform.pdf,We Are Not Invisible: A Report on Academic Reform,Asian Leaders Council,Student Group,15,Student Leaders,Signed,APIDA Students,2,15 Student Leaders Signed
2018,#WeAreNotInvisible A Report On Academic Reform.docx,Diversity in Student Leadership,3,WeAreNotInvisible A Report On Academic Reform.pdf,We Are Not Invisible: A Report on Academic Reform,Asian Leaders Council,Student Group,15,Student Leaders,Signed,APIDA Students,2,15 Student Leaders Signed
2018,#WeAreNotInvisible A Report On Academic Reform.docx,Financial Aid and Financing,0,WeAreNotInvisible A Report On Academic Reform.pdf,We Are Not Invisible: A Report on Academic Reform,Asian Leaders Council,Student Group,15,Student Leaders,Signed,APIDA Students,2,15 Student Leaders Signed
2018,#WeAreNotInvisible A Report On Academic Reform.docx,Inclusive Anti Racist Curriculum Programs,0,WeAreNotInvisible A Report On Academic Reform.pdf,We Are Not Invisible: A Report on Academic Reform,Asian Leaders Council,Student Group,15,Student Leaders,Signed,APIDA Students,2,15 Student Leaders Signed
2018,#WeAreNotInvisible A Report On Academic Reform.docx,Living Wage,0,WeAreNotInvisible A Report On Academic Reform.pdf,We Are Not Invisible: A Report on Academic Reform,Asian Leaders Council,Student Group,15,Student Leaders,Signed,APIDA Students,2,15 Student Leaders Signed
2018,#WeAreNotInvisible A Report On Academic Reform.docx,Minority Faculty / Staff Recruitment,0,WeAreNotInvisible A Report On Academic Reform.pdf,We Are Not Invisible: A Report on Academic Reform,Asian Leaders Council,Student Group,15,Student Leaders,Signed,APIDA Students,2,15 Student Leaders Signed
2018,#WeAreNotInvisible A Report On Academic Reform.docx,Minority Faculty Retention,0,WeAreNotInvisible A Report On Academic Reform.pdf,We Are Not Invisible: A Report on Academic Reform,Asian Leaders Council,Student Group,15,Student Leaders,Signed,APIDA Students,2,15 Student Leaders Signed
2018,#WeAreNotInvisible A Report On Academic Reform.docx,Minority Faculty Staff and Leadership Recruitment,1,WeAreNotInvisible A Report On Academic Reform.pdf,We Are Not Invisible: A Report on Academic Reform,Asian Leaders Council,Student Group,15,Student Leaders,Signed,APIDA Students,2,15 Student Leaders Signed
2018,#WeAreNotInvisible A Report On Academic Reform.docx,Minority Student Recruitment,0,WeAreNotInvisible A Report On Academic Reform.pdf,We Are Not Invisible: A Report on Academic Reform,Asian Leaders Council,Student Group,15,Student Leaders,Signed,APIDA Students,2,15 Student Leaders Signed
