demand_id,Title,Place,Text,Year,YEAR,DemandNum,PageNum,DocTitle,Author,OrgType,NumSign,AuthSignType,DocSignAction,Demographic
107,1987 an-audacious-faith.pdf,Page 1: 1016-1654,"A preponderance of opi ni on from all quarters has made it c1 ea-r to the Task Force that the University should place the recruitment and retention of black faculty at the top of its agenda. We believe that the University must make a concerted, comprehensi ve, and well.-funded effort to approach this problem on two'levels: (1)  Enhanced recruitment and retention efforts to increase the number of black instructional faculty in all disciplines at the University of Virginia as quickly as possible; (2)  Enhanced efforts to recruit and train black graduate students to help increase the national pool of black scholars in the decade ahead",1987,1987,55,10,An Audacious Faith,Task Force on Afro-American Affairs,Faculty and Student Group,16,Committee members,Composed for UVA President and Board of Visitors,University Office
108,1987 an-audacious-faith.pdf,Page 1: 1032-1501,"The junior-senior collegial support networks to be established in the academic units should entail no incremental resource needs. Research and sabbatical support for black junior faculty will. of course, require additional funding. While the precise amount of additional support will depend on the number of black faculty members who are successfully recruited. we estimate that this support program should cost approximately $50,000 per annum in its initial few years.",1987,1987,56,11,An Audacious Faith,Task Force on Afro-American Affairs,Faculty and Student Group,16,Committee members,Composed for UVA President and Board of Visitors,University Office
109,1987 an-audacious-faith.pdf,Page 1: 1045-1715,"Finally, we reiterate that the administration and Steering Committee of the Afro-American and African Studies Program. in conjunction with the relevant deans, must work even harder to integrate the program into the academic mainstream. The foregoing recommendations are meant to facilitate that aim. In addition. the University should be forthcoming with the necessary resources, especially financial, to improve the program, namely, for the proposed Artist and Lecture Series (to be jointly sponsored by the Office of Afro-American Affairs and the Afro-American and African Studies Program) and the proposed instructor to teach the upper-level course(s) in the program.",1987,1987,57,11,An Audacious Faith,Task Force on Afro-American Affairs,Faculty and Student Group,16,Committee members,Composed for UVA President and Board of Visitors,University Office
110,1987 an-audacious-faith.pdf,Page 1: 1075-1598,"The Task Force recommends that the Standing Committee on Integration be a multi-racial body consisting of eighteen people drawn as follows from the University's key stakeholders: three members of the Board of Visitors. three members of the teaching faculty, three administrators, three alumni, three undergraduates, and three graduate or professional school students. We suggest that the President appoint the Committee on Integration early in the fall 1987 semester and request the committee's first report by May 1, 1988.",1987,1987,58,11,An Audacious Faith,Task Force on Afro-American Affairs,Faculty and Student Group,16,Committee members,Composed for UVA President and Board of Visitors,University Office
111,1987 an-audacious-faith.pdf,Page 1: 1106-1781,"'We encourage the Orientation Committee to 'enhance and encourage the upperclass peer advisor program sponsored by the Office of Afro-American Affairs. wherein an advanced student spends time with a first year stqdent. While black stUdents do not insist on seeing black faces in all roles and are prepared to participate in activities where they are     decided minority. here ;s one example where the most familiar face i,sthe most reassuring. We encourage the organization of events for black students to meet other black students during orientation. We also encqurage the initiation of muJti-racial discussion groups in the first year dormjtories during the fall semester.",1987,1987,59,11,An Audacious Faith,Task Force on Afro-American Affairs,Faculty and Student Group,16,Committee members,Composed for UVA President and Board of Visitors,University Office
112,1987 an-audacious-faith.pdf,Page 1: 1141-1588,"Merit-based scholarships should be increased from a level of $50,000 per year (or $200,000 for four classes) for black Virginians.toat least $100,000 per year (or $400,000 for four classes) and extended to black. non-Virginians. With respect to need-based aid, a $150,000 fund for emergency scholarships for black students sh.ould be established by the University to ensure retention of those students who are suffering extreme financial hardship.",1987,1987,60,11,An Audacious Faith,Task Force on Afro-American Affairs,Faculty and Student Group,16,Committee members,Composed for UVA President and Board of Visitors,University Office
113,1987 an-audacious-faith.pdf,Page 1: 1182-1537,"The President should move to f111 the position of Affirmative Action Officer as a member of his staff and invest that Person with.unequivoca1 monitoring responsibility. The Provost and the Vice President for Health Affairs should charge deans and department chairpersons with the responsibility of appointing ,departmental Affirmative Action Coordinators.",1987,1987,61,12,An Audacious Faith,Task Force on Afro-American Affairs,Faculty and Student Group,16,Committee members,Composed for UVA President and Board of Visitors,University Office
114,1987 an-audacious-faith.pdf,Page 1: 1220-1530,"The committee clearly advised that the          Row sites ""ought to be considered as temporary. Fitting a program to existing buildings always presents a problem. As better space becomes available and the Dean begins to refine the mission of the Office. relocation of the Office ought to be a primary concern. I",1987,1987,62,12,An Audacious Faith,Task Force on Afro-American Affairs,Faculty and Student Group,16,Committee members,Composed for UVA President and Board of Visitors,University Office
115,1987 an-audacious-faith.pdf,Page 1: 1299-1720,"The Reaffirmation Committee of the Southern Association'of Colleges and Schools in 1986 echoed that the need for explicit· policy and leadership with respect to integration at the University of Virginia was long overdue. ""Pro-active leadership from the President and the Provost."" stated the committee of               examiners, ""appears to be the key to ov€:trcoming the negative consequences of ... years of neglect. 1I",1987,1987,63,12,An Audacious Faith,Task Force on Afro-American Affairs,Faculty and Student Group,16,Committee members,Composed for UVA President and Board of Visitors,University Office
116,1987 an-audacious-faith.pdf,Page 1: 1537-1677,"Section VI speaks to the funding needs of enhanced academic support programs, including advising, transition programs, and tutorial services.",1987,1987,64,12,An Audacious Faith,Task Force on Afro-American Affairs,Faculty and Student Group,16,Committee members,Composed for UVA President and Board of Visitors,University Office
257,Muddy Floor Report 1996.doc,Page 1: 4-131,More extensive training prograrm would be helpful in grooming Africrui Americans for more management and supervisory .positions.,1996,1996,1,0,An Examination of the University's Minority Classified Staff: Muddy Floor Report,Office of Equal Opportunity Programs,Faculty Group,NA,NA,Study completed in response to numerous complaints of discrimination in the workplace,University Office
258,Muddy Floor Report 1996.doc,Page 1: 12-568,"Follow-up review should be instituted with all Afri an Americans leaving HCP positions, as wellaswithAfricanAmericansvacatinganypositionsthatfallwithinthe Executive/Managerial   or   Professional   Non-faculty   job  categories.A formalized and mandatory system of conducting exit interviews for African Americans in  these  positions should be developed in order to determin if turnover is occurring because of problems within particular departments. This type of system should help reduce turnover and encourage theretention of African American employees.",1996,1996,2,0,An Examination of the University's Minority Classified Staff: Muddy Floor Report,Office of Equal Opportunity Programs,Faculty Group,NA,NA,Study completed in response to numerous complaints of discrimination in the workplace,University Office
259,Muddy Floor Report 1996.doc,Page 1: 383-484,A more effective and formalized plan for the recruitment of African Americans should be put  in place.,1996,1996,3,0,An Examination of the University's Minority Classified Staff: Muddy Floor Report,Office of Equal Opportunity Programs,Faculty Group,NA,NA,Study completed in response to numerous complaints of discrimination in the workplace,University Office
260,Muddy Floor Report 1996.doc,Page 1: 572-983,"An ombudsman type position should be created. The ombudsman's responsibilities  would include responding to the concerns of all employees, faculty, and staff and helping to alleviate problems within departments for all employees, including African Americans. This person could work on helping African American employees resolve conflicts that do not rise to  the level of discrimination as defined by Title VII.",1996,1996,4,0,An Examination of the University's Minority Classified Staff: Muddy Floor Report,Office of Equal Opportunity Programs,Faculty Group,NA,NA,Study completed in response to numerous complaints of discrimination in the workplace,University Office
261,Muddy Floor Report 1996.doc,Page 1: 612-733,Yearly review and statistical analysis of performance reviews for each race by major businessunit  should  be instituted.,1996,1996,5,0,An Examination of the University's Minority Classified Staff: Muddy Floor Report,Office of Equal Opportunity Programs,Faculty Group,NA,NA,Study completed in response to numerous complaints of discrimination in the workplace,University Office
262,Muddy Floor Report 1996.doc,Page 1: 1144-1323,A formalized  mentor  program for African  American employees  should  be  instituted  to help•.groom the current African American supervisors for upper level management positions.,1996,1996,6,1,An Examination of the University's Minority Classified Staff: Muddy Floor Report,Office of Equal Opportunity Programs,Faculty Group,NA,NA,Study completed in response to numerous complaints of discrimination in the workplace,University Office
263,Muddy Floor Report 1996.doc,Page 1: 1512-1699,"In order to increase the numbers of African Amer.i,cans in the Executive/Managerial and Professional  Non-faculty  job  categories  a  system  of  pre-hire  review  should  be  instituted.",1996,1996,7,1,An Examination of the University's Minority Classified Staff: Muddy Floor Report,Office of Equal Opportunity Programs,Faculty Group,NA,NA,Study completed in response to numerous complaints of discrimination in the workplace,University Office
1,DiversityRoundtables.pdf,Page 1: 0-154,"Increase the representation and visibility of women and minorities in positions of governance, including in senior administrative and academic positions.",2001,2001,1,0,We've Come a Long Way; We Have a Long Way to Go,Elected faculty members,Faculty Group,NA,NA,Document for President Casteen,University Office
2,DiversityRoundtables.pdf,Page 1: 0-233,Establish practices and programs that allow for more grow-your-own options through careful recruitment and mentoring.  Evaluate and reengineer career development systems and programs to better achieve the University’s diversity goals.,2001,2001,2,0,We've Come a Long Way; We Have a Long Way to Go,Elected faculty members,Faculty Group,NA,NA,Document for President Casteen,University Office
3,DiversityRoundtables.pdf,Page 1: 0-131,Expand and subsidize UVA’s childcare programs so that they are an economically viable option for low-paid staff and junior faculty.,2001,2001,3,0,We've Come a Long Way; We Have a Long Way to Go,Elected faculty members,Faculty Group,NA,NA,Document for President Casteen,University Office
4,DiversityRoundtables.pdf,Page 1: 1-368,"Bolster outdoor recreation facilities.  Promote the design of flexible dining areas.  Create more spaces and enhance the use of existing ones to support programs.  Enhance interior spaces of the offices that foster diversity, such as the Office of African American Affairs, the Women’s Center, the International Center, the Office of the Dean of Students, and others.",2001,2001,4,0,We've Come a Long Way; We Have a Long Way to Go,Elected faculty members,Faculty Group,NA,NA,Document for President Casteen,University Office
5,DiversityRoundtables.pdf,Page 1: 68-738,"Continue to foster relationships between UVa and its neighbors.  Efforts should focus on making physical facilities that serve as links between the University and the community be as accommodating and welcoming as possible.  Design visitors’ services that orient people easily and quickly to the resources and facilities of the University, including a wide variety of points of interest.  Advertise and/or create a community website for the local community to access and find programs, events, classes or other information about the University.  Encourage and examine the role of Madison House and other ways to increase the opportunity for service learning initiatives.",2001,2001,5,0,We've Come a Long Way; We Have a Long Way to Go,Elected faculty members,Faculty Group,NA,NA,Document for President Casteen,University Office
6,DiversityRoundtables.pdf,Page 1: 161-342,Establish a committee charged with sustaining the current Roundtable charges by tracking diversity efforts and reporting periodically to the President on the status of such efforts.,2001,2001,6,1,We've Come a Long Way; We Have a Long Way to Go,Elected faculty members,Faculty Group,NA,NA,Document for President Casteen,University Office
7,DiversityRoundtables.pdf,Page 1: 229-332,Increase the number of presentations on diversity issues; take personal pride in position of role model,2001,2001,7,1,We've Come a Long Way; We Have a Long Way to Go,Elected faculty members,Faculty Group,NA,NA,Document for President Casteen,University Office
8,DiversityRoundtables.pdf,Page 1: 243-292,Create healthcare benefits for nonspousal partners,2001,2001,8,1,We've Come a Long Way; We Have a Long Way to Go,Elected faculty members,Faculty Group,NA,NA,Document for President Casteen,University Office
9,DiversityRoundtables.pdf,Page 1: 252-1184,"The University should consistently analyze and support areas around the University that support a wide variation of social interaction, identifying social spaces that support and/or conflict with overall diversity agenda.  The University should design attractive gathering places and promote fuller utilization of existing on-Grounds spaces.  These spaces should be in different locations and of varying sizes and accommodations to invite the educational community to meet, study, work, read, celebrate, eat, and converse together.  Any future buildings and/or facilities should have as a part of their design intentionally-planned social space that encourages diverse interactions and uses.  Informal existing gathering spaces should be enhanced with the addition of benches and bulletin board kiosks.  Additionally, the interaction among students around Grounds would be promoted through the enhancement of nighttime environments.",2001,2001,9,1,We've Come a Long Way; We Have a Long Way to Go,Elected faculty members,Faculty Group,NA,NA,Document for President Casteen,University Office
10,DiversityRoundtables.pdf,Page 1: 371-612,"The University must increase current efforts to educate search committees about how to fully incorporate a commitment to equal opportunity and diversity in the search process, including direct strategies, selection principles and guidelines.",2001,2001,10,1,We've Come a Long Way; We Have a Long Way to Go,Elected faculty members,Faculty Group,NA,NA,Document for President Casteen,University Office
11,DiversityRoundtables.pdf,Page 1: 377-774,"Funding for grants and diversity workshops (Curriculum and Pedagogy)  These workshops would allow faculty to redesign existing courses to be more inclusive, design new diversity-related courses, and design University Seminars.  Additionally these workshops may address the specific challenges and needs of particular programs.  These workshops could address both curricular and pedagogical issues.",2001,2001,11,2,We've Come a Long Way; We Have a Long Way to Go,Elected faculty members,Faculty Group,NA,NA,Document for President Casteen,University Office
12,DiversityRoundtables.pdf,Page 1: 489-701,Establish a “true” employment center where people not only can apply but also can be thoroughly interviewed to find out what skills are needed for certain positions and counseled as to how to obtain those skills.,2001,2001,12,2,We've Come a Long Way; We Have a Long Way to Go,Elected faculty members,Faculty Group,NA,NA,Document for President Casteen,University Office
13,DiversityRoundtables.pdf,Page 1: 494-631,"Hire Equity Advisors to serve as key advisors to each of the Vice Presidents, with reporting authority to EOP and the Diversity Committee.",2001,2001,13,2,We've Come a Long Way; We Have a Long Way to Go,Elected faculty members,Faculty Group,NA,NA,Document for President Casteen,University Office
14,DiversityRoundtables.pdf,Page 1: 540-684,Assist student groups to develop diversity goals in areas of membership and programs and to successfully implement steps to achieve these goals.,2001,2001,14,2,We've Come a Long Way; We Have a Long Way to Go,Elected faculty members,Faculty Group,NA,NA,Document for President Casteen,University Office
15,DiversityRoundtables.pdf,Page 1: 696-1119,"Support the proposal to randomize the first-year housing assignment process; support the elimination of assigning first-year housing on the basis of Admission deposit receipt date, a practice which will equalize the housing assignment process for international students and students receiving financial aid; recommend changes affecting transfer students to enhance their sense of belonging and integration in the community.",2001,2001,15,2,We've Come a Long Way; We Have a Long Way to Go,Elected faculty members,Faculty Group,NA,NA,Document for President Casteen,University Office
16,DiversityRoundtables.pdf,Page 1: 768-960,"Identify key leaders from within and outside the University to form a committee to provide ethical, practical and legal expertise in the practices of promoting diversity within the University.",2001,2001,16,3,We've Come a Long Way; We Have a Long Way to Go,Elected faculty members,Faculty Group,NA,NA,Document for President Casteen,University Office
17,DiversityRoundtables.pdf,Page 1: 800-1100,"Support the Faculty Senate’s efforts to create a flexible on-line key word Course Offering Directory (COD) that makes diversity in the curriculum more visible than it is at present.  From the information gathered, encourage additional examination of the courses offered and the format of presentation",2001,2001,17,3,We've Come a Long Way; We Have a Long Way to Go,Elected faculty members,Faculty Group,NA,NA,Document for President Casteen,University Office
18,DiversityRoundtables.pdf,Page 1: 820-1210,"Locate offices and programming space, such as facilities for international students, the Women’s Center, the Luther P. Jackson Cultural Center, in more central and accessible sites.  Prominently display visual signals, such as flags and artwork, in student space.  In addition, small staging areas should be created adjacent to the centers and residential colleges to encourage programming.",2001,2001,18,3,We've Come a Long Way; We Have a Long Way to Go,Elected faculty members,Faculty Group,NA,NA,Document for President Casteen,University Office
19,DiversityRoundtables.pdf,Page 1: 875-1246,Searches for executive/managerial and professional non-faculty positions should receive the same supervision that the Office of Equal Opportunity Programs gives to faculty searches.  These searches should identify current minority staff employees within the University who have the ability and desire to be successful in executive and administrative managerial positions.,2001,2001,19,3,We've Come a Long Way; We Have a Long Way to Go,Elected faculty members,Faculty Group,NA,NA,Document for President Casteen,University Office
20,DiversityRoundtables.pdf,Page 1: 878-1051,"Resurrect the University’s home mortgage loan program and expand it to be available not only to academic, tenure-track faculty but also to general faculty and administration.",2001,2001,20,3,We've Come a Long Way; We Have a Long Way to Go,Elected faculty members,Faculty Group,NA,NA,Document for President Casteen,University Office
21,DiversityRoundtables.pdf,Page 1: 927-1045,Encourage student groups to develop and publicize a consistent philosophy that recognizes the importance of diversity.,2001,2001,21,4,We've Come a Long Way; We Have a Long Way to Go,Elected faculty members,Faculty Group,NA,NA,Document for President Casteen,University Office
22,DiversityRoundtables.pdf,Page 1: 1091-1354,"Establish a formal prehire and exit interview process to determine why underrepresented faculty and staff decline offered positions or leave the University, and a parallel interview system to determine factors that lead underrepresented faculty and staff to stay.",2001,2001,22,4,We've Come a Long Way; We Have a Long Way to Go,Elected faculty members,Faculty Group,NA,NA,Document for President Casteen,University Office
23,DiversityRoundtables.pdf,Page 1: 1219-1387,"Strengthen and simplify the loan line process.  Publicize loan lines more aggressively to deans and department chairs, and broaden to include general faculty positions.",2001,2001,23,4,We've Come a Long Way; We Have a Long Way to Go,Elected faculty members,Faculty Group,NA,NA,Document for President Casteen,University Office
24,DiversityRoundtables.pdf,Page 1: 1255-1768,"Advocate for racial, gender and ethnic equity at the University in public statements and in leadership presentations and speeches in public forums.  This includes, especially, articulation of the institution’s vision and goals regarding diversity at student, staff, and faculty orientations; and the first large meeting of school or department faculty and/or staff held each academic year; presentations to alumni, donors, and to all incoming students; and the President’s annual State of the University address.",2001,2001,24,4,We've Come a Long Way; We Have a Long Way to Go,Elected faculty members,Faculty Group,NA,NA,Document for President Casteen,University Office
25,DiversityRoundtables.pdf,Page 1: 1255-1719,Support the Ad Hoc Committee on Graduate School Diversity proposal to create the position of Associate Provost for Graduate Recruitment and Diversity.  Consider developing an Office of Graduate Minority Education to further the goals of centralizing graduate admission and retaining a focus on diversity.  This Office would also work with the Office of Orientation and New Student Programs to develop and implement an orientation program for new graduate students.,2001,2001,25,4,We've Come a Long Way; We Have a Long Way to Go,Elected faculty members,Faculty Group,NA,NA,Document for President Casteen,University Office
26,DiversityRoundtables.pdf,Page 1: 1334-1384,Encourage more opportunities for public expression,2001,2001,26,5,We've Come a Long Way; We Have a Long Way to Go,Elected faculty members,Faculty Group,NA,NA,Document for President Casteen,University Office
27,DiversityRoundtables.pdf,Page 1: 1349-1544,"Require vice presidents, deans, and department and major unit heads to attend training sessions regarding hiring/retention, salary equity, sexual and other illegal harassment, and climate issues.",2001,2001,27,5,We've Come a Long Way; We Have a Long Way to Go,Elected faculty members,Faculty Group,NA,NA,Document for President Casteen,University Office
28,DiversityRoundtables.pdf,Page 1: 1388-1676,"Create regular forums at which University leaders – deans, department chairs, and representatives of the central administration – can listen to students’ ideas, concerns, and perspectives about leadership and diversity at the University, and their expectations of their adult role models.",2001,2001,28,5,We've Come a Long Way; We Have a Long Way to Go,Elected faculty members,Faculty Group,NA,NA,Document for President Casteen,University Office
29,DiversityRoundtables.pdf,Page 1: 1419-1851,"Encouraging compact campus development and growth would promote informal opportunities for different groups to associate, as opposed to the dispersion of facilities, which may inadvertently foster social and professional isolation.  UVA is no longer a college in a town but a university in a city, with the requisite need to plan its campus more densely and to use its exterior spaces more creatively to encourage social integration.",2001,2001,29,5,We've Come a Long Way; We Have a Long Way to Go,Elected faculty members,Faculty Group,NA,NA,Document for President Casteen,University Office
30,DiversityRoundtables.pdf,Page 1: 1433-1840,"Develop a system of measures to continually monitor the effectiveness of the diversity initiatives and make adjustments as needed, and publish such information annually.  Include in annual reports assessments of gender climate, representation of women and minorities in leadership positions, salary equity, and retention statistics, and set forth in the annual reports goals in these areas for future years.",2001,2001,30,5,We've Come a Long Way; We Have a Long Way to Go,Elected faculty members,Faculty Group,NA,NA,Document for President Casteen,University Office
31,DiversityRoundtables.pdf,Page 1: 1499-1746,"Provide guidance and encouragement for schools to revise tenure policies to recognize that a diverse faculty may have career life patterns that are not accommodated by current schedules (e.g., single parents, caregivers, persons with disabilities)",2001,2001,31,6,We've Come a Long Way; We Have a Long Way to Go,Elected faculty members,Faculty Group,NA,NA,Document for President Casteen,University Office
32,DiversityRoundtables.pdf,Page 1: 1524-1785,"Offer to the President’s cabinet, administrators, faculty, and University-wide audiences a presentation of Voices of the Class.  Presentations would be followed by discussion between actors and audience about issues identified and explored in the dramatization.",2001,2001,32,6,We've Come a Long Way; We Have a Long Way to Go,Elected faculty members,Faculty Group,NA,NA,Document for President Casteen,University Office
33,DiversityRoundtables.pdf,Page 1: 1527-1706,"Develop a teaching evaluation form that elicits student comments on diversity in the classroom.  Such questions may help identify issues and problems, as well as areas of success.",2001,2001,33,6,We've Come a Long Way; We Have a Long Way to Go,Elected faculty members,Faculty Group,NA,NA,Document for President Casteen,University Office
34,DiversityRoundtables.pdf,Page 1: 1677-2147,Increase funds available to the Office of Undergraduate Admission to give active support and funding necessary for encouraging diverse student organizations to work together for a common goal of strengthening relations between groups and recruiting a diverse student population.  Discuss diversity more extensively and intentionally during summer orientation.  Create additional opportunities for interactions and connections between undergraduate and graduate students.,2001,2001,34,6,We've Come a Long Way; We Have a Long Way to Go,Elected faculty members,Faculty Group,NA,NA,Document for President Casteen,University Office
35,DiversityRoundtables.pdf,Page 1: 1790-2560,"Office of Multicultural Affairs (Faculty and Staff Recruitment, Hiring, Retention and Promotion; Student Development) This office would act as an institutional transformation administrator that proactively advocates equity, fairness and diversity.  It would play a critical role and be responsible for developing and implementing diversity initiatives while promoting, coordinating, and monitoring these initiatives and serving as a paramount resource for the University and surrounding communities.  This office would serve to facilitate and support the work of existing groups and initiatives and would not have sole responsibility for issues related to diversity; those should still be an integral part of the mission of all University offices, departments, and units.",2001,2001,35,6,We've Come a Long Way; We Have a Long Way to Go,Elected faculty members,Faculty Group,NA,NA,Document for President Casteen,University Office
36,DiversityRoundtables.pdf,Page 1: 1842-2078,"Provide venues to ensure that women and minority faculty and staff can meet and talk confidentially at least once each year, to assess informally the institution’s climate for women and minorities and to encourage leadership development.",2001,2001,36,7,We've Come a Long Way; We Have a Long Way to Go,Elected faculty members,Faculty Group,NA,NA,Document for President Casteen,University Office
37,DiversityRoundtables.pdf,Page 1: 1896-2172,"Recognizing that financial resources are essential to the success of the University’s diversity efforts, the University must undertake an ongoing commitment of funds and ensure that diversity considerations are a fundamental part of budget, planning, and development processes.",2001,2001,37,7,We've Come a Long Way; We Have a Long Way to Go,Elected faculty members,Faculty Group,NA,NA,Document for President Casteen,University Office
38,DiversityRoundtables.pdf,Page 1: 1929-2361,"The frequent painting of “Beta Bridge” suggests that students want public outlets for expression.  To encourage such expression, the University may install benches or walls at central locations where students would be free to paint or chalk.  Such informal gathering places would help combat an architectural style that seems overly formalized and “official” to many students.  Additionally, the University may promote outdoor art.",2001,2001,38,7,We've Come a Long Way; We Have a Long Way to Go,Elected faculty members,Faculty Group,NA,NA,Document for President Casteen,University Office
39,DiversityRoundtables.pdf,Page 1: 1971-2047,"Reflect University diversity in publications, programs and public statements",2001,2001,39,7,We've Come a Long Way; We Have a Long Way to Go,Elected faculty members,Faculty Group,NA,NA,Document for President Casteen,University Office
40,DiversityRoundtables.pdf,Page 1: 1986-2316,"Require all undergraduate students to complete a diversity course during the second year of enrollment (during the second semester of enrollment for transfer students).  The course should be an intentionally designed, intellectually challenging, credit-bearing, common classroom learning experience for all second-year students.",2001,2001,40,7,We've Come a Long Way; We Have a Long Way to Go,Elected faculty members,Faculty Group,NA,NA,Document for President Casteen,University Office
41,DiversityRoundtables.pdf,Page 1: 2013-2183,"Provide parents, prospective students, and the general public with positive images about the University of Virginia and reflect the real diversity that exists on Grounds.",2001,2001,41,8,We've Come a Long Way; We Have a Long Way to Go,Elected faculty members,Faculty Group,NA,NA,Document for President Casteen,University Office
42,DiversityRoundtables.pdf,Page 1: 2024-2728,"Continue to provide yearly Individual Accommodation Funds for physical barrier removal projects.  Examine the amount provided against the need and adjust funding accordingly.  Look for opportunities to expand major building renovation work and funding to provide full accessibility within that building.  Provide funding specifically for hiring support for faculty and staff members with special needs, such as sign interpreters and adaptive equipment.  Encourage the Development Office to seek donors who might fund specific accessibility projects.  Charge the existing Committee on Access for Persons with Disabilities to periodically review and update its list of projects and estimated funding needs.",2001,2001,42,8,We've Come a Long Way; We Have a Long Way to Go,Elected faculty members,Faculty Group,NA,NA,Document for President Casteen,University Office
43,DiversityRoundtables.pdf,Page 1: 2081-2236,"Additionally, a system of assessing satisfaction and retention among students would yield helpful data that could continue to bolster our retention efforts.",2001,2001,43,8,We've Come a Long Way; We Have a Long Way to Go,Elected faculty members,Faculty Group,NA,NA,Document for President Casteen,University Office
44,DiversityRoundtables.pdf,Page 1: 2322-2445,"Provide annual awards and incentives for schools, departments and individuals making exceptional contributions to diversity.",2001,2001,44,8,We've Come a Long Way; We Have a Long Way to Go,Elected faculty members,Faculty Group,NA,NA,Document for President Casteen,University Office
45,DiversityRoundtables.pdf,Page 1: 2327-2608,"Promote convenient or alternative transportation systems and pathways to encourage casual interactions.  These transit systems may include linking separate parts of Grounds for vehicular traffic, improving bike lanes and creating more well-designed and accessible pedestrian paths.",2001,2001,45,8,We've Come a Long Way; We Have a Long Way to Go,Elected faculty members,Faculty Group,NA,NA,Document for President Casteen,University Office
46,DiversityRoundtables.pdf,Page 1: 2434-2721,"Design and implement professional development, mentoring, and internship programs to create an inclusive work environment for underrepresented minority groups and women.  Graduate students also are in need of professional mentorship and relationship-building opportunities with faculty.",2001,2001,46,9,We've Come a Long Way; We Have a Long Way to Go,Elected faculty members,Faculty Group,NA,NA,Document for President Casteen,University Office
47,DiversityRoundtables.pdf,Page 1: 2477-2554,Evaluate the need to create more on-Grounds housing for upperclass students.,2001,2001,47,9,We've Come a Long Way; We Have a Long Way to Go,Elected faculty members,Faculty Group,NA,NA,Document for President Casteen,University Office
48,DiversityRoundtables.pdf,Page 1: 2526-2937,"Continue – and enforce – the component measuring “commitment to equal opportunity” in the recruitment and annual evaluation of all University personnel who have hiring authority for their records of accomplishments in hiring/retention, salary equity, climate, and promotion.  Develop measures to compare data relative to (a) UVA population (b) population of qualified candidates (c) other research universities.",2001,2001,48,9,We've Come a Long Way; We Have a Long Way to Go,Elected faculty members,Faculty Group,NA,NA,Document for President Casteen,University Office
49,DiversityRoundtables.pdf,Page 1: 2938-3086,"Advocate for racial, gender, and ethnic equity at the University in public statements and in leadership presentations and speeches in public forums.",2001,2001,49,9,We've Come a Long Way; We Have a Long Way to Go,Elected faculty members,Faculty Group,NA,NA,Document for President Casteen,University Office
518,Embracing_Diversity_FULL_FINALFinal_9 10 4 (4).pdf,Page 1: 116-599,"Promote mentoring efforts, both for potential job candidates and for local youth.    The mentoring efforts will focus on two programs:      “Community Ambassadors” Program, which would provide prospective employees with an opportunity to learn about the community and establish social relationships.    “Day in the Life” Program, which matches U.Va. students to local at-risk youth and brings them to Grounds to participate together in academic, cultural, social and athletic events.",2004,2004,1,0,Embracing Diversity in Pursuit of Excellence,President's Commission on Diversity and Equity,NA,NA,NA,Report for President Casteen,University Office
519,Embracing_Diversity_FULL_FINALFinal_9 10 4 (4).pdf,Page 1: 134-1053,"Broaden and expand the First-Year Experience Program to provide a residential component of the student program called Sustained Dialogue, which was formed to improve race relations at U.Va.           Within the Division of Student Affairs, the Office of Residence Life is already planning future collaboration with the student leadership of Sustained Dialogue to develop first-year, residentially based dialogue groups and open forums.  In addition to Sustained Dialogue discussion on topics of race and culture, we endorse ongoing efforts to restructure the First-Year Experience Program to include a series of conversations on ethics, honor and integrity, and ethical decision-making.  We recommend an integrated approach to all these topics that will include students, faculty, and student facilitators. We support these initiatives and suggest that appropriate staff and support resources be dedicated to this task.",2004,2004,2,0,Embracing Diversity in Pursuit of Excellence,President's Commission on Diversity and Equity,NA,NA,NA,Report for President Casteen,University Office
520,Embracing_Diversity_FULL_FINALFinal_9 10 4 (4).pdf,Page 1: 256-910,"Restructure graduate student financing.    Following the December 2002 Faculty Senate report on Graduate Student Funding at the University of Virginia, the University should “reform its financing structure so that its programs can compete successfully for the best graduate students in the country….The restructuring must significantly improve tuition coverage and stipends, toward the ultimate goal of providing full support for all graduate students.”3  We cannot address diversity among our graduate students if we cannot compete for the best graduate students because our tuition and stipend offers are simply not competitive with peer institutions.",2004,2004,3,0,Embracing Diversity in Pursuit of Excellence,President's Commission on Diversity and Equity,NA,NA,NA,Report for President Casteen,University Office
521,Embracing_Diversity_FULL_FINALFinal_9 10 4 (4).pdf,Page 1: 317-651,Provide University employment data to clearly show race and gender by employment rank or category and department or business unit.   Existing data are collected less with our institutional goals in mind than with the reporting requirements by government agencies.  This has left significant gaps in what we know about our own employees,2004,2004,4,0,Embracing Diversity in Pursuit of Excellence,President's Commission on Diversity and Equity,NA,NA,NA,Report for President Casteen,University Office
522,Embracing_Diversity_FULL_FINALFinal_9 10 4 (4).pdf,Page 1: 548-984,"Create an exchange program between U.Va. and a historically Black college or university (HBCU), such as Hampton or Howard.    This could begin as a student exchange and expand to a faculty exchange.  Initial contacts with the exchange institution would be made by the Office of the President; once in place, the program would be administered by staff in the undergraduate schools, with the help of the Office of African American Affairs.",2004,2004,5,0,Embracing Diversity in Pursuit of Excellence,President's Commission on Diversity and Equity,NA,NA,NA,Report for President Casteen,University Office
